timestamp, temperature.gpu, clocks.current.sm [MHz], utilization.gpu [%], power.draw [W]
2026/07/19 18:19:45.523, 71, 960 MHz, 16 %, 15.60 W
2026/07/19 18:19:46.553, 71, 960 MHz, 17 %, 14.32 W
2026/07/19 18:19:47.583, 71, 960 MHz, 8 %, 12.26 W
2026/07/19 18:19:48.614, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 18:19:49.645, 71, 960 MHz, 0 %, 11.84 W
2026/07/19 18:19:50.675, 71, 960 MHz, 0 %, 12.11 W
2026/07/19 18:19:51.706, 71, 960 MHz, 0 %, 12.20 W
2026/07/19 18:19:52.736, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 18:19:53.767, 71, 960 MHz, 0 %, 12.11 W
2026/07/19 18:19:54.797, 71, 960 MHz, 0 %, 12.18 W
2026/07/19 18:19:55.828, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 18:19:56.859, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 18:19:57.889, 71, 960 MHz, 0 %, 12.05 W
2026/07/19 18:19:58.920, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 18:19:59.950, 71, 960 MHz, 0 %, 12.12 W
2026/07/19 18:20:00.981, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 18:20:02.012, 71, 960 MHz, 0 %, 11.96 W
2026/07/19 18:20:03.042, 71, 960 MHz, 0 %, 12.09 W
2026/07/19 18:20:04.074, 71, 960 MHz, 0 %, 12.09 W
2026/07/19 18:20:05.105, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 18:20:06.136, 71, 960 MHz, 0 %, 12.05 W
2026/07/19 18:20:07.166, 72, 975 MHz, 3 %, 26.53 W
2026/07/19 18:20:08.198, 72, 975 MHz, 4 %, 26.35 W
2026/07/19 18:20:09.227, 72, 975 MHz, 0 %, 26.48 W
2026/07/19 18:20:10.255, 72, 975 MHz, 0 %, 26.64 W
2026/07/19 18:20:10.527, 73, 975 MHz, 0 %, 26.65 W
2026/07/19 18:20:11.556, 73, 975 MHz, 0 %, 26.60 W
2026/07/19 18:20:12.585, 72, 960 MHz, 0 %, 12.11 W
2026/07/19 18:20:13.616, 72, 960 MHz, 0 %, 12.10 W
2026/07/19 18:20:14.646, 72, 960 MHz, 0 %, 12.07 W
2026/07/19 18:20:15.677, 72, 960 MHz, 0 %, 12.11 W
2026/07/19 18:20:16.708, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 18:20:17.738, 72, 960 MHz, 0 %, 12.16 W
2026/07/19 18:20:18.770, 72, 960 MHz, 0 %, 12.19 W
2026/07/19 18:20:19.801, 72, 960 MHz, 0 %, 12.10 W
2026/07/19 18:20:20.831, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 18:20:21.861, 72, 960 MHz, 0 %, 11.93 W
2026/07/19 18:20:22.892, 72, 960 MHz, 0 %, 12.07 W
2026/07/19 18:20:23.922, 71, 960 MHz, 0 %, 11.94 W
2026/07/19 18:20:24.952, 72, 960 MHz, 0 %, 14.17 W
2026/07/19 18:20:25.988, 72, 960 MHz, 7 %, 17.11 W
2026/07/19 18:20:27.020, 72, 960 MHz, 17 %, 12.15 W
2026/07/19 18:20:28.051, 72, 960 MHz, 0 %, 12.02 W
2026/07/19 18:20:29.081, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 18:20:30.112, 72, 960 MHz, 0 %, 12.01 W
2026/07/19 18:20:31.143, 72, 960 MHz, 0 %, 12.08 W
2026/07/19 18:20:32.174, 71, 960 MHz, 0 %, 12.13 W
2026/07/19 18:20:33.205, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 18:20:34.237, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 18:20:35.267, 72, 960 MHz, 0 %, 12.06 W
2026/07/19 18:20:36.298, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 18:20:37.329, 71, 960 MHz, 0 %, 12.05 W
2026/07/19 18:20:38.360, 71, 960 MHz, 0 %, 12.20 W
2026/07/19 18:20:39.390, 71, 960 MHz, 0 %, 12.19 W
2026/07/19 18:20:40.422, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 18:20:41.453, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 18:20:41.709, 71, 960 MHz, 0 %, 12.12 W
2026/07/19 18:20:42.740, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 18:20:43.771, 71, 960 MHz, 0 %, 15.46 W
2026/07/19 18:20:44.804, 71, 960 MHz, 9 %, 15.98 W
2026/07/19 18:20:45.838, 72, 960 MHz, 18 %, 16.31 W
2026/07/19 18:20:46.868, 71, 960 MHz, 15 %, 11.98 W
2026/07/19 18:20:47.898, 71, 960 MHz, 0 %, 11.81 W
2026/07/19 18:20:48.928, 71, 960 MHz, 0 %, 11.94 W
2026/07/19 18:20:49.959, 71, 960 MHz, 0 %, 11.94 W
2026/07/19 18:20:50.991, 71, 960 MHz, 0 %, 12.05 W
2026/07/19 18:20:52.022, 71, 960 MHz, 0 %, 11.98 W
2026/07/19 18:20:53.052, 71, 960 MHz, 0 %, 12.05 W
2026/07/19 18:20:54.083, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 18:20:55.115, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 18:20:56.145, 71, 960 MHz, 0 %, 12.05 W
2026/07/19 18:20:57.175, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 18:20:58.205, 71, 960 MHz, 0 %, 11.96 W
2026/07/19 18:20:59.236, 71, 960 MHz, 0 %, 11.98 W
2026/07/19 18:21:00.267, 71, 960 MHz, 0 %, 11.97 W
2026/07/19 18:21:01.299, 71, 960 MHz, 0 %, 11.96 W
2026/07/19 18:21:02.329, 71, 960 MHz, 0 %, 11.92 W
2026/07/19 18:21:03.360, 71, 960 MHz, 0 %, 12.02 W
2026/07/19 18:21:04.392, 71, 960 MHz, 0 %, 12.35 W
2026/07/19 18:21:05.423, 71, 960 MHz, 0 %, 12.26 W
2026/07/19 18:21:06.454, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 18:21:07.485, 71, 960 MHz, 0 %, 12.19 W
2026/07/19 18:21:08.515, 71, 960 MHz, 0 %, 12.27 W
2026/07/19 18:21:09.546, 71, 960 MHz, 0 %, 12.24 W
2026/07/19 18:21:10.579, 71, 960 MHz, 0 %, 12.24 W
2026/07/19 18:21:11.610, 71, 960 MHz, 0 %, 11.98 W
2026/07/19 18:21:12.641, 71, 960 MHz, 0 %, 12.26 W
2026/07/19 18:21:12.913, 71, 960 MHz, 0 %, 12.00 W
2026/07/19 18:21:13.944, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 18:21:14.975, 71, 960 MHz, 0 %, 12.12 W
2026/07/19 18:21:16.005, 71, 960 MHz, 0 %, 12.35 W
2026/07/19 18:21:17.036, 71, 960 MHz, 0 %, 12.27 W
2026/07/19 18:21:18.069, 71, 960 MHz, 0 %, 12.14 W
2026/07/19 18:21:19.098, 71, 960 MHz, 0 %, 12.14 W
2026/07/19 18:21:20.128, 71, 960 MHz, 0 %, 12.14 W
2026/07/19 18:21:21.159, 71, 960 MHz, 0 %, 12.30 W
2026/07/19 18:21:22.189, 71, 960 MHz, 0 %, 12.25 W
2026/07/19 18:21:23.221, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 18:21:24.255, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 18:21:25.286, 72, 960 MHz, 0 %, 12.05 W
2026/07/19 18:21:26.316, 71, 960 MHz, 0 %, 11.93 W
2026/07/19 18:21:27.347, 72, 960 MHz, 0 %, 12.00 W
2026/07/19 18:21:28.378, 71, 960 MHz, 0 %, 11.89 W
2026/07/19 18:21:29.415, 72, 960 MHz, 0 %, 12.01 W
2026/07/19 18:21:30.445, 71, 960 MHz, 0 %, 12.12 W
2026/07/19 18:21:31.477, 72, 960 MHz, 0 %, 12.18 W
2026/07/19 18:21:32.509, 71, 960 MHz, 0 %, 11.96 W
2026/07/19 18:21:33.540, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 18:21:34.572, 72, 960 MHz, 0 %, 12.09 W
2026/07/19 18:21:35.603, 72, 960 MHz, 0 %, 11.94 W
2026/07/19 18:21:36.634, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 18:21:37.665, 72, 960 MHz, 0 %, 12.06 W
2026/07/19 18:21:38.695, 72, 960 MHz, 0 %, 12.01 W
2026/07/19 18:21:39.726, 71, 960 MHz, 0 %, 12.20 W
2026/07/19 18:21:40.757, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 18:21:41.788, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 18:21:42.822, 71, 960 MHz, 0 %, 12.52 W
2026/07/19 18:21:43.852, 71, 960 MHz, 0 %, 12.26 W
2026/07/19 18:21:44.883, 71, 960 MHz, 0 %, 12.20 W
2026/07/19 18:21:45.139, 71, 960 MHz, 0 %, 12.13 W
