timestamp, temperature.gpu, clocks.current.sm [MHz], utilization.gpu [%], power.draw [W]
2026/07/19 18:14:05.552, 70, 960 MHz, 0 %, 12.13 W
2026/07/19 18:14:06.583, 70, 960 MHz, 0 %, 12.21 W
2026/07/19 18:14:07.613, 70, 960 MHz, 0 %, 12.11 W
2026/07/19 18:14:08.644, 70, 960 MHz, 0 %, 12.07 W
2026/07/19 18:14:09.674, 70, 975 MHz, 0 %, 17.48 W
2026/07/19 18:14:10.703, 71, 975 MHz, 7 %, 26.29 W
2026/07/19 18:14:11.731, 71, 975 MHz, 0 %, 26.38 W
2026/07/19 18:14:12.761, 71, 975 MHz, 0 %, 26.51 W
2026/07/19 18:14:13.790, 71, 975 MHz, 0 %, 26.60 W
2026/07/19 18:14:14.822, 71, 975 MHz, 0 %, 26.46 W
2026/07/19 18:14:15.851, 71, 975 MHz, 0 %, 26.52 W
2026/07/19 18:14:16.881, 71, 960 MHz, 0 %, 12.31 W
2026/07/19 18:14:17.912, 70, 960 MHz, 0 %, 12.12 W
2026/07/19 18:14:18.943, 70, 960 MHz, 0 %, 12.00 W
2026/07/19 18:14:19.974, 70, 960 MHz, 0 %, 12.01 W
2026/07/19 18:14:21.005, 70, 960 MHz, 0 %, 12.07 W
2026/07/19 18:14:22.037, 70, 960 MHz, 0 %, 11.94 W
2026/07/19 18:14:23.067, 70, 960 MHz, 0 %, 11.90 W
2026/07/19 18:14:24.100, 70, 960 MHz, 0 %, 11.94 W
2026/07/19 18:14:24.354, 70, 960 MHz, 0 %, 11.97 W
2026/07/19 18:14:25.385, 70, 960 MHz, 0 %, 11.85 W
2026/07/19 18:14:26.415, 70, 960 MHz, 0 %, 11.85 W
2026/07/19 18:14:27.446, 70, 960 MHz, 0 %, 11.86 W
2026/07/19 18:14:28.477, 70, 960 MHz, 7 %, 17.43 W
2026/07/19 18:14:29.508, 70, 960 MHz, 16 %, 11.99 W
2026/07/19 18:14:30.538, 70, 960 MHz, 0 %, 11.89 W
2026/07/19 18:14:31.568, 70, 960 MHz, 0 %, 11.81 W
2026/07/19 18:14:32.598, 70, 960 MHz, 0 %, 11.93 W
2026/07/19 18:14:33.628, 69, 960 MHz, 0 %, 11.81 W
2026/07/19 18:14:34.659, 69, 960 MHz, 0 %, 11.78 W
2026/07/19 18:14:35.689, 69, 960 MHz, 0 %, 11.68 W
2026/07/19 18:14:36.720, 69, 960 MHz, 0 %, 11.85 W
2026/07/19 18:14:37.751, 69, 960 MHz, 0 %, 11.93 W
2026/07/19 18:14:38.782, 69, 960 MHz, 0 %, 11.82 W
2026/07/19 18:14:39.813, 69, 960 MHz, 0 %, 11.81 W
2026/07/19 18:14:40.844, 69, 960 MHz, 0 %, 11.95 W
2026/07/19 18:14:41.874, 69, 960 MHz, 0 %, 11.85 W
2026/07/19 18:14:42.905, 69, 960 MHz, 0 %, 11.85 W
2026/07/19 18:14:43.936, 69, 960 MHz, 0 %, 11.80 W
2026/07/19 18:14:44.967, 69, 960 MHz, 0 %, 11.85 W
2026/07/19 18:14:45.998, 69, 960 MHz, 0 %, 11.96 W
2026/07/19 18:14:47.030, 69, 960 MHz, 0 %, 15.09 W
2026/07/19 18:14:48.065, 69, 960 MHz, 13 %, 16.07 W
2026/07/19 18:14:49.096, 69, 960 MHz, 18 %, 15.79 W
2026/07/19 18:14:50.127, 69, 960 MHz, 11 %, 12.00 W
2026/07/19 18:14:51.158, 69, 960 MHz, 0 %, 11.90 W
2026/07/19 18:14:52.190, 69, 960 MHz, 0 %, 11.94 W
2026/07/19 18:14:53.221, 69, 960 MHz, 0 %, 12.01 W
2026/07/19 18:14:54.252, 69, 960 MHz, 0 %, 11.96 W
2026/07/19 18:14:55.284, 69, 960 MHz, 0 %, 11.90 W
2026/07/19 18:14:55.544, 69, 960 MHz, 0 %, 11.94 W
2026/07/19 18:14:56.574, 69, 960 MHz, 0 %, 11.78 W
2026/07/19 18:14:57.605, 69, 960 MHz, 0 %, 11.88 W
2026/07/19 18:14:58.636, 69, 960 MHz, 0 %, 11.85 W
2026/07/19 18:14:59.666, 69, 960 MHz, 0 %, 11.83 W
2026/07/19 18:15:00.697, 69, 960 MHz, 0 %, 11.82 W
2026/07/19 18:15:01.727, 69, 960 MHz, 0 %, 11.89 W
2026/07/19 18:15:02.758, 69, 960 MHz, 0 %, 11.84 W
2026/07/19 18:15:03.788, 69, 960 MHz, 0 %, 11.93 W
2026/07/19 18:15:04.819, 69, 960 MHz, 0 %, 11.93 W
2026/07/19 18:15:05.854, 69, 960 MHz, 0 %, 11.74 W
2026/07/19 18:15:06.885, 69, 960 MHz, 0 %, 11.83 W
2026/07/19 18:15:07.915, 69, 960 MHz, 0 %, 11.83 W
2026/07/19 18:15:08.947, 69, 975 MHz, 3 %, 25.98 W
2026/07/19 18:15:09.977, 70, 975 MHz, 4 %, 26.01 W
2026/07/19 18:15:11.007, 70, 975 MHz, 0 %, 25.94 W
2026/07/19 18:15:12.040, 70, 975 MHz, 0 %, 26.19 W
2026/07/19 18:15:13.069, 70, 975 MHz, 0 %, 26.09 W
2026/07/19 18:15:14.099, 70, 975 MHz, 0 %, 26.18 W
2026/07/19 18:15:15.128, 70, 975 MHz, 0 %, 26.07 W
2026/07/19 18:15:16.158, 70, 960 MHz, 0 %, 11.99 W
2026/07/19 18:15:17.189, 69, 960 MHz, 0 %, 11.94 W
2026/07/19 18:15:18.220, 70, 960 MHz, 0 %, 11.85 W
2026/07/19 18:15:19.253, 70, 960 MHz, 0 %, 11.94 W
2026/07/19 18:15:20.284, 70, 960 MHz, 0 %, 11.95 W
2026/07/19 18:15:21.316, 70, 960 MHz, 0 %, 11.86 W
2026/07/19 18:15:22.348, 70, 960 MHz, 0 %, 11.79 W
2026/07/19 18:15:23.378, 70, 960 MHz, 0 %, 12.12 W
2026/07/19 18:15:24.410, 70, 960 MHz, 0 %, 11.99 W
2026/07/19 18:15:25.441, 69, 960 MHz, 0 %, 11.75 W
2026/07/19 18:15:26.472, 70, 960 MHz, 0 %, 12.01 W
2026/07/19 18:15:26.727, 70, 960 MHz, 0 %, 12.00 W
2026/07/19 18:15:27.757, 70, 960 MHz, 6 %, 16.85 W
2026/07/19 18:15:28.788, 70, 960 MHz, 18 %, 12.15 W
2026/07/19 18:15:29.819, 70, 960 MHz, 0 %, 12.08 W
2026/07/19 18:15:30.848, 70, 960 MHz, 0 %, 11.94 W
2026/07/19 18:15:31.877, 70, 960 MHz, 0 %, 11.93 W
2026/07/19 18:15:32.907, 70, 960 MHz, 0 %, 11.84 W
2026/07/19 18:15:33.937, 69, 960 MHz, 0 %, 11.95 W
2026/07/19 18:15:34.967, 69, 960 MHz, 0 %, 11.99 W
2026/07/19 18:15:35.998, 69, 960 MHz, 0 %, 12.08 W
2026/07/19 18:15:37.030, 69, 960 MHz, 0 %, 12.06 W
2026/07/19 18:15:38.061, 70, 960 MHz, 0 %, 11.92 W
2026/07/19 18:15:39.092, 69, 960 MHz, 0 %, 11.92 W
2026/07/19 18:15:40.123, 69, 960 MHz, 0 %, 11.88 W
2026/07/19 18:15:41.155, 69, 960 MHz, 0 %, 11.95 W
2026/07/19 18:15:42.186, 69, 960 MHz, 0 %, 11.78 W
2026/07/19 18:15:43.218, 69, 960 MHz, 0 %, 11.90 W
2026/07/19 18:15:44.250, 69, 960 MHz, 0 %, 11.85 W
2026/07/19 18:15:45.288, 69, 960 MHz, 0 %, 11.77 W
2026/07/19 18:15:46.320, 69, 960 MHz, 0 %, 13.60 W
2026/07/19 18:15:47.358, 70, 960 MHz, 9 %, 15.56 W
2026/07/19 18:15:48.390, 70, 960 MHz, 18 %, 15.54 W
2026/07/19 18:15:49.423, 70, 960 MHz, 14 %, 11.96 W
2026/07/19 18:15:50.454, 69, 960 MHz, 0 %, 11.90 W
2026/07/19 18:15:51.485, 69, 960 MHz, 0 %, 11.83 W
2026/07/19 18:15:52.516, 69, 960 MHz, 0 %, 11.78 W
2026/07/19 18:15:53.549, 69, 960 MHz, 0 %, 11.82 W
2026/07/19 18:15:54.580, 70, 960 MHz, 0 %, 11.72 W
2026/07/19 18:15:55.611, 69, 960 MHz, 0 %, 11.71 W
2026/07/19 18:15:56.642, 69, 960 MHz, 0 %, 11.69 W
2026/07/19 18:15:57.675, 70, 960 MHz, 0 %, 11.89 W
2026/07/19 18:15:58.705, 70, 960 MHz, 0 %, 11.83 W
2026/07/19 18:15:58.960, 69, 960 MHz, 0 %, 11.90 W
2026/07/19 18:15:59.988, 70, 960 MHz, 0 %, 11.65 W
2026/07/19 18:16:01.018, 69, 960 MHz, 0 %, 11.95 W
2026/07/19 18:16:02.046, 70, 960 MHz, 0 %, 11.95 W
2026/07/19 18:16:03.074, 70, 960 MHz, 0 %, 12.02 W
2026/07/19 18:16:04.102, 70, 960 MHz, 0 %, 11.83 W
2026/07/19 18:16:05.130, 70, 960 MHz, 0 %, 11.99 W
2026/07/19 18:16:06.158, 70, 960 MHz, 0 %, 11.95 W
2026/07/19 18:16:07.188, 70, 960 MHz, 0 %, 11.99 W
2026/07/19 18:16:08.221, 70, 975 MHz, 0 %, 26.21 W
2026/07/19 18:16:09.255, 71, 975 MHz, 6 %, 26.27 W
2026/07/19 18:16:10.287, 71, 975 MHz, 1 %, 26.24 W
2026/07/19 18:16:11.319, 71, 975 MHz, 0 %, 26.28 W
2026/07/19 18:16:12.350, 71, 975 MHz, 0 %, 26.26 W
2026/07/19 18:16:13.381, 71, 975 MHz, 0 %, 26.43 W
2026/07/19 18:16:14.413, 71, 960 MHz, 0 %, 25.26 W
2026/07/19 18:16:15.446, 70, 960 MHz, 0 %, 12.14 W
2026/07/19 18:16:16.480, 70, 960 MHz, 0 %, 12.07 W
2026/07/19 18:16:17.515, 70, 960 MHz, 0 %, 12.08 W
2026/07/19 18:16:18.549, 70, 960 MHz, 0 %, 12.03 W
2026/07/19 18:16:19.583, 70, 960 MHz, 0 %, 12.01 W
2026/07/19 18:16:20.617, 70, 960 MHz, 0 %, 11.97 W
2026/07/19 18:16:21.650, 70, 960 MHz, 0 %, 12.17 W
2026/07/19 18:16:22.684, 70, 960 MHz, 0 %, 12.14 W
2026/07/19 18:16:23.715, 70, 960 MHz, 0 %, 12.33 W
2026/07/19 18:16:24.745, 70, 960 MHz, 0 %, 12.00 W
2026/07/19 18:16:25.776, 70, 960 MHz, 0 %, 12.28 W
2026/07/19 18:16:26.808, 70, 960 MHz, 0 %, 12.32 W
2026/07/19 18:16:27.839, 70, 960 MHz, 0 %, 17.09 W
2026/07/19 18:16:28.870, 70, 960 MHz, 17 %, 12.09 W
2026/07/19 18:16:29.901, 70, 960 MHz, 6 %, 11.99 W
2026/07/19 18:16:30.140, 70, 960 MHz, 0 %, 11.92 W
2026/07/19 18:16:31.168, 70, 960 MHz, 0 %, 11.92 W
2026/07/19 18:16:32.189, 70, 960 MHz, 0 %, 11.66 W
2026/07/19 18:16:33.211, 70, 960 MHz, 0 %, 11.92 W
2026/07/19 18:16:34.232, 70, 960 MHz, 0 %, 11.74 W
2026/07/19 18:16:35.252, 70, 960 MHz, 0 %, 11.91 W
2026/07/19 18:16:36.273, 70, 960 MHz, 0 %, 12.04 W
2026/07/19 18:16:37.294, 70, 960 MHz, 0 %, 11.90 W
2026/07/19 18:16:38.316, 70, 960 MHz, 0 %, 11.97 W
2026/07/19 18:16:39.347, 70, 960 MHz, 0 %, 11.98 W
2026/07/19 18:16:40.390, 70, 960 MHz, 0 %, 12.01 W
2026/07/19 18:16:41.436, 70, 960 MHz, 0 %, 11.82 W
2026/07/19 18:16:42.480, 70, 960 MHz, 0 %, 11.92 W
2026/07/19 18:16:43.524, 70, 960 MHz, 0 %, 11.89 W
2026/07/19 18:16:44.568, 70, 960 MHz, 0 %, 11.98 W
2026/07/19 18:16:45.613, 70, 960 MHz, 0 %, 11.90 W
2026/07/19 18:16:46.651, 70, 960 MHz, 2 %, 16.31 W
2026/07/19 18:16:47.684, 70, 960 MHz, 18 %, 16.13 W
2026/07/19 18:16:48.716, 70, 960 MHz, 18 %, 12.00 W
2026/07/19 18:16:49.748, 70, 960 MHz, 4 %, 11.96 W
2026/07/19 18:16:50.779, 70, 960 MHz, 0 %, 11.89 W
2026/07/19 18:16:51.812, 70, 960 MHz, 0 %, 11.83 W
2026/07/19 18:16:52.844, 70, 960 MHz, 0 %, 11.72 W
2026/07/19 18:16:53.876, 70, 960 MHz, 0 %, 11.83 W
2026/07/19 18:16:54.907, 70, 960 MHz, 0 %, 12.14 W
2026/07/19 18:16:55.937, 70, 960 MHz, 0 %, 11.95 W
2026/07/19 18:16:56.965, 70, 960 MHz, 0 %, 12.05 W
2026/07/19 18:16:57.994, 70, 960 MHz, 0 %, 11.92 W
2026/07/19 18:16:59.023, 70, 960 MHz, 0 %, 11.86 W
2026/07/19 18:17:00.054, 70, 960 MHz, 0 %, 12.06 W
2026/07/19 18:17:01.083, 70, 960 MHz, 0 %, 12.06 W
2026/07/19 18:17:01.322, 70, 960 MHz, 0 %, 12.07 W
2026/07/19 18:17:02.352, 70, 960 MHz, 0 %, 12.04 W
2026/07/19 18:17:03.377, 70, 960 MHz, 0 %, 12.00 W
2026/07/19 18:17:04.391, 70, 960 MHz, 0 %, 12.00 W
2026/07/19 18:17:05.405, 70, 960 MHz, 0 %, 11.84 W
2026/07/19 18:17:06.420, 70, 960 MHz, 0 %, 11.90 W
2026/07/19 18:17:07.434, 71, 975 MHz, 0 %, 26.16 W
2026/07/19 18:17:08.446, 71, 975 MHz, 5 %, 26.34 W
2026/07/19 18:17:09.471, 71, 975 MHz, 2 %, 26.26 W
2026/07/19 18:17:10.501, 71, 975 MHz, 0 %, 26.48 W
2026/07/19 18:17:11.530, 72, 975 MHz, 0 %, 26.44 W
2026/07/19 18:17:12.560, 72, 975 MHz, 0 %, 26.50 W
2026/07/19 18:17:13.591, 72, 975 MHz, 0 %, 26.39 W
2026/07/19 18:17:14.625, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 18:17:15.658, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 18:17:16.690, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 18:17:17.723, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 18:17:18.755, 71, 960 MHz, 0 %, 12.18 W
2026/07/19 18:17:19.792, 71, 960 MHz, 0 %, 12.19 W
2026/07/19 18:17:20.831, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 18:17:21.871, 71, 960 MHz, 0 %, 11.72 W
2026/07/19 18:17:22.909, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 18:17:23.949, 71, 960 MHz, 0 %, 12.05 W
2026/07/19 18:17:24.988, 71, 960 MHz, 0 %, 12.11 W
2026/07/19 18:17:26.027, 71, 960 MHz, 0 %, 12.11 W
2026/07/19 18:17:27.061, 71, 960 MHz, 0 %, 16.94 W
2026/07/19 18:17:28.093, 71, 960 MHz, 13 %, 12.00 W
2026/07/19 18:17:29.123, 71, 960 MHz, 11 %, 12.03 W
2026/07/19 18:17:30.151, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 18:17:31.179, 71, 960 MHz, 0 %, 12.11 W
2026/07/19 18:17:32.208, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 18:17:32.505, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 18:17:33.535, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 18:17:34.563, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 18:17:35.593, 71, 960 MHz, 0 %, 12.01 W
2026/07/19 18:17:36.624, 71, 960 MHz, 0 %, 12.00 W
2026/07/19 18:17:37.654, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 18:17:38.684, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 18:17:39.714, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 18:17:40.745, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 18:17:41.777, 70, 960 MHz, 0 %, 12.12 W
2026/07/19 18:17:42.808, 70, 960 MHz, 0 %, 11.95 W
2026/07/19 18:17:43.838, 71, 960 MHz, 0 %, 12.28 W
2026/07/19 18:17:44.868, 71, 960 MHz, 0 %, 12.13 W
2026/07/19 18:17:45.899, 71, 960 MHz, 16 %, 16.21 W
2026/07/19 18:17:46.933, 71, 960 MHz, 16 %, 16.57 W
2026/07/19 18:17:47.964, 71, 960 MHz, 9 %, 12.34 W
2026/07/19 18:17:48.997, 71, 960 MHz, 0 %, 12.22 W
2026/07/19 18:17:50.027, 71, 960 MHz, 0 %, 12.20 W
2026/07/19 18:17:51.057, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 18:17:52.089, 71, 960 MHz, 0 %, 12.09 W
2026/07/19 18:17:53.121, 71, 960 MHz, 0 %, 12.05 W
2026/07/19 18:17:54.152, 70, 960 MHz, 0 %, 12.10 W
2026/07/19 18:17:55.184, 70, 960 MHz, 0 %, 12.06 W
2026/07/19 18:17:56.215, 71, 960 MHz, 0 %, 12.20 W
2026/07/19 18:17:57.246, 71, 960 MHz, 0 %, 12.23 W
2026/07/19 18:17:58.278, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 18:17:59.309, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 18:18:00.341, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 18:18:01.372, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 18:18:02.403, 71, 960 MHz, 0 %, 12.20 W
2026/07/19 18:18:03.434, 71, 960 MHz, 0 %, 12.07 W
2026/07/19 18:18:04.466, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 18:18:04.731, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 18:18:05.763, 71, 960 MHz, 0 %, 12.12 W
2026/07/19 18:18:06.794, 71, 960 MHz, 0 %, 12.24 W
2026/07/19 18:18:07.826, 72, 975 MHz, 7 %, 26.55 W
2026/07/19 18:18:08.855, 72, 975 MHz, 0 %, 26.60 W
2026/07/19 18:18:09.886, 72, 975 MHz, 0 %, 26.62 W
2026/07/19 18:18:10.916, 72, 975 MHz, 0 %, 26.59 W
2026/07/19 18:18:11.945, 72, 975 MHz, 0 %, 26.77 W
2026/07/19 18:18:12.977, 73, 975 MHz, 0 %, 26.58 W
2026/07/19 18:18:14.010, 72, 960 MHz, 0 %, 12.06 W
2026/07/19 18:18:15.041, 72, 960 MHz, 0 %, 11.86 W
2026/07/19 18:18:16.072, 72, 960 MHz, 0 %, 11.91 W
2026/07/19 18:18:17.102, 72, 960 MHz, 0 %, 11.93 W
2026/07/19 18:18:18.133, 71, 960 MHz, 0 %, 11.90 W
2026/07/19 18:18:19.163, 71, 960 MHz, 0 %, 12.00 W
2026/07/19 18:18:20.195, 71, 960 MHz, 0 %, 12.07 W
2026/07/19 18:18:21.225, 71, 960 MHz, 0 %, 12.02 W
2026/07/19 18:18:22.257, 71, 960 MHz, 0 %, 12.02 W
2026/07/19 18:18:23.287, 71, 960 MHz, 0 %, 12.01 W
2026/07/19 18:18:24.318, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 18:18:25.349, 71, 960 MHz, 0 %, 11.80 W
2026/07/19 18:18:26.380, 71, 960 MHz, 0 %, 16.99 W
2026/07/19 18:18:27.412, 72, 960 MHz, 19 %, 15.83 W
2026/07/19 18:18:28.443, 71, 960 MHz, 5 %, 12.01 W
2026/07/19 18:18:29.475, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 18:18:30.506, 71, 960 MHz, 0 %, 11.92 W
2026/07/19 18:18:31.536, 71, 960 MHz, 0 %, 11.88 W
2026/07/19 18:18:32.567, 71, 960 MHz, 0 %, 12.01 W
2026/07/19 18:18:33.599, 71, 960 MHz, 0 %, 11.91 W
2026/07/19 18:18:34.631, 71, 960 MHz, 0 %, 11.93 W
2026/07/19 18:18:35.662, 71, 960 MHz, 0 %, 12.23 W
2026/07/19 18:18:35.921, 71, 960 MHz, 0 %, 12.23 W
2026/07/19 18:18:36.953, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 18:18:37.988, 71, 960 MHz, 0 %, 12.11 W
2026/07/19 18:18:39.022, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 18:18:40.053, 71, 960 MHz, 0 %, 12.01 W
2026/07/19 18:18:41.084, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 18:18:42.115, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 18:18:43.146, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 18:18:44.177, 71, 960 MHz, 0 %, 12.11 W
2026/07/19 18:18:45.208, 71, 960 MHz, 3 %, 15.44 W
2026/07/19 18:18:46.240, 71, 960 MHz, 17 %, 16.21 W
2026/07/19 18:18:47.271, 71, 960 MHz, 18 %, 14.20 W
2026/07/19 18:18:48.302, 71, 960 MHz, 3 %, 12.40 W
2026/07/19 18:18:49.333, 71, 960 MHz, 0 %, 12.25 W
2026/07/19 18:18:50.363, 71, 960 MHz, 0 %, 12.35 W
2026/07/19 18:18:51.393, 71, 960 MHz, 0 %, 12.21 W
2026/07/19 18:18:52.423, 71, 960 MHz, 0 %, 12.20 W
2026/07/19 18:18:53.458, 71, 960 MHz, 0 %, 12.32 W
2026/07/19 18:18:54.488, 71, 960 MHz, 0 %, 12.25 W
2026/07/19 18:18:55.519, 71, 960 MHz, 0 %, 12.25 W
2026/07/19 18:18:56.549, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 18:18:57.580, 71, 960 MHz, 0 %, 12.19 W
2026/07/19 18:18:58.610, 71, 960 MHz, 0 %, 12.09 W
2026/07/19 18:18:59.642, 71, 960 MHz, 0 %, 11.90 W
2026/07/19 18:19:00.674, 71, 960 MHz, 0 %, 11.83 W
2026/07/19 18:19:01.705, 71, 960 MHz, 0 %, 11.97 W
2026/07/19 18:19:02.736, 71, 960 MHz, 0 %, 11.88 W
2026/07/19 18:19:03.767, 71, 960 MHz, 0 %, 11.85 W
2026/07/19 18:19:04.799, 71, 960 MHz, 0 %, 11.86 W
2026/07/19 18:19:05.831, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 18:19:06.863, 71, 960 MHz, 0 %, 11.97 W
2026/07/19 18:19:07.127, 72, 975 MHz, 5 %, 26.34 W
2026/07/19 18:19:08.158, 72, 975 MHz, 2 %, 26.28 W
2026/07/19 18:19:09.190, 72, 975 MHz, 0 %, 26.45 W
2026/07/19 18:19:10.224, 72, 975 MHz, 0 %, 26.52 W
2026/07/19 18:19:11.254, 72, 975 MHz, 0 %, 26.48 W
2026/07/19 18:19:12.283, 72, 975 MHz, 0 %, 26.56 W
2026/07/19 18:19:13.311, 72, 960 MHz, 0 %, 17.42 W
2026/07/19 18:19:14.340, 72, 960 MHz, 0 %, 12.11 W
2026/07/19 18:19:15.371, 72, 960 MHz, 0 %, 12.19 W
2026/07/19 18:19:16.401, 72, 960 MHz, 0 %, 11.99 W
2026/07/19 18:19:17.432, 71, 960 MHz, 0 %, 12.26 W
2026/07/19 18:19:18.462, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 18:19:19.492, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 18:19:20.522, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 18:19:21.553, 72, 960 MHz, 0 %, 12.08 W
2026/07/19 18:19:22.583, 71, 960 MHz, 0 %, 12.18 W
2026/07/19 18:19:23.613, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 18:19:24.643, 71, 960 MHz, 0 %, 12.19 W
2026/07/19 18:19:25.674, 72, 960 MHz, 0 %, 17.07 W
2026/07/19 18:19:26.707, 72, 960 MHz, 15 %, 17.22 W
2026/07/19 18:19:27.738, 71, 960 MHz, 9 %, 12.28 W
2026/07/19 18:19:28.772, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 18:19:29.805, 71, 960 MHz, 0 %, 12.18 W
2026/07/19 18:19:30.835, 71, 960 MHz, 0 %, 12.19 W
2026/07/19 18:19:31.865, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 18:19:32.896, 71, 960 MHz, 0 %, 12.07 W
2026/07/19 18:19:33.927, 71, 960 MHz, 0 %, 12.25 W
2026/07/19 18:19:34.958, 71, 960 MHz, 0 %, 12.12 W
2026/07/19 18:19:35.989, 71, 960 MHz, 0 %, 11.93 W
2026/07/19 18:19:37.019, 71, 960 MHz, 0 %, 12.09 W
2026/07/19 18:19:38.049, 71, 960 MHz, 0 %, 12.13 W
2026/07/19 18:19:39.079, 71, 960 MHz, 0 %, 12.05 W
2026/07/19 18:19:39.338, 71, 960 MHz, 0 %, 11.93 W
2026/07/19 18:19:40.369, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 18:19:41.400, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 18:19:42.429, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 18:19:43.461, 71, 960 MHz, 0 %, 12.24 W
2026/07/19 18:19:44.491, 71, 960 MHz, 0 %, 15.39 W
