timestamp, temperature.gpu, clocks.current.sm [MHz], utilization.gpu [%], power.draw [W]
2026/07/20 13:57:14.750, 70, 960 MHz, 0 %, 12.00 W
2026/07/20 13:57:15.756, 70, 960 MHz, 0 %, 12.09 W
2026/07/20 13:57:16.762, 70, 960 MHz, 0 %, 11.79 W
2026/07/20 13:57:17.769, 70, 960 MHz, 0 %, 19.67 W
2026/07/20 13:57:18.797, 70, 960 MHz, 10 %, 12.14 W
2026/07/20 13:57:19.801, 70, 960 MHz, 1 %, 12.03 W
2026/07/20 13:57:20.807, 70, 960 MHz, 0 %, 11.84 W
2026/07/20 13:57:21.816, 70, 960 MHz, 0 %, 11.94 W
2026/07/20 13:57:22.822, 70, 960 MHz, 0 %, 11.99 W
2026/07/20 13:57:23.827, 70, 960 MHz, 0 %, 12.01 W
2026/07/20 13:57:24.834, 70, 960 MHz, 0 %, 12.03 W
2026/07/20 13:57:25.845, 70, 960 MHz, 0 %, 11.92 W
2026/07/20 13:57:26.850, 70, 960 MHz, 0 %, 11.96 W
2026/07/20 13:57:27.856, 70, 960 MHz, 0 %, 12.01 W
2026/07/20 13:57:28.862, 70, 960 MHz, 0 %, 11.89 W
2026/07/20 13:57:29.869, 70, 960 MHz, 0 %, 12.05 W
2026/07/20 13:57:30.875, 70, 960 MHz, 0 %, 12.04 W
2026/07/20 13:57:31.881, 70, 960 MHz, 0 %, 12.04 W
2026/07/20 13:57:32.886, 70, 960 MHz, 0 %, 11.97 W
2026/07/20 13:57:33.892, 71, 960 MHz, 0 %, 12.07 W
2026/07/20 13:57:34.898, 71, 960 MHz, 0 %, 12.03 W
2026/07/20 13:57:35.904, 71, 960 MHz, 0 %, 11.98 W
2026/07/20 13:57:36.911, 71, 960 MHz, 0 %, 11.93 W
2026/07/20 13:57:37.917, 71, 960 MHz, 15 %, 11.98 W
2026/07/20 13:57:38.923, 71, 960 MHz, 0 %, 11.95 W
2026/07/20 13:57:39.929, 71, 960 MHz, 0 %, 11.96 W
2026/07/20 13:57:40.935, 71, 960 MHz, 0 %, 11.92 W
2026/07/20 13:57:41.941, 71, 960 MHz, 0 %, 11.90 W
2026/07/20 13:57:42.947, 71, 960 MHz, 0 %, 11.97 W
2026/07/20 13:57:43.953, 71, 960 MHz, 0 %, 12.01 W
2026/07/20 13:57:44.959, 71, 960 MHz, 0 %, 12.02 W
2026/07/20 13:57:45.965, 71, 960 MHz, 0 %, 12.07 W
2026/07/20 13:57:46.974, 71, 960 MHz, 0 %, 12.09 W
2026/07/20 13:57:47.980, 72, 960 MHz, 0 %, 12.12 W
2026/07/20 13:57:48.986, 72, 960 MHz, 0 %, 11.98 W
2026/07/20 13:57:49.991, 72, 960 MHz, 0 %, 11.90 W
2026/07/20 13:57:50.998, 72, 960 MHz, 0 %, 12.09 W
2026/07/20 13:57:52.003, 72, 960 MHz, 0 %, 11.99 W
2026/07/20 13:57:53.011, 72, 960 MHz, 0 %, 12.04 W
2026/07/20 13:57:54.017, 72, 960 MHz, 0 %, 12.14 W
2026/07/20 13:57:55.023, 72, 960 MHz, 0 %, 12.08 W
2026/07/20 13:57:56.029, 73, 960 MHz, 22 %, 20.69 W
2026/07/20 13:57:57.040, 72, 960 MHz, 0 %, 12.15 W
2026/07/20 13:57:58.047, 72, 960 MHz, 0 %, 12.43 W
2026/07/20 13:57:59.053, 72, 960 MHz, 0 %, 12.34 W
2026/07/20 13:58:00.059, 73, 975 MHz, 3 %, 26.72 W
2026/07/20 13:58:01.063, 74, 975 MHz, 0 %, 26.78 W
2026/07/20 13:58:02.068, 73, 960 MHz, 0 %, 12.32 W
2026/07/20 13:58:03.076, 73, 960 MHz, 0 %, 12.87 W
2026/07/20 13:58:04.085, 74, 975 MHz, 3 %, 26.93 W
2026/07/20 13:58:05.089, 74, 975 MHz, 0 %, 26.91 W
2026/07/20 13:58:06.094, 74, 960 MHz, 0 %, 12.28 W
2026/07/20 13:58:07.101, 74, 975 MHz, 2 %, 26.90 W
2026/07/20 13:58:08.106, 75, 975 MHz, 2 %, 27.18 W
2026/07/20 13:58:09.110, 75, 975 MHz, 0 %, 27.20 W
2026/07/20 13:58:10.114, 74, 960 MHz, 0 %, 12.55 W
2026/07/20 13:58:11.123, 75, 975 MHz, 2 %, 27.05 W
2026/07/20 13:58:12.128, 75, 975 MHz, 1 %, 27.19 W
2026/07/20 13:58:13.134, 75, 975 MHz, 0 %, 27.19 W
2026/07/20 13:58:14.138, 74, 960 MHz, 0 %, 12.48 W
2026/07/20 13:58:15.144, 75, 975 MHz, 3 %, 27.21 W
2026/07/20 13:58:16.149, 75, 975 MHz, 0 %, 27.40 W
2026/07/20 13:58:17.164, 75, 975 MHz, 0 %, 27.38 W
2026/07/20 13:58:18.169, 75, 960 MHz, 0 %, 12.44 W
2026/07/20 13:58:19.174, 75, 975 MHz, 3 %, 27.37 W
2026/07/20 13:58:20.180, 75, 975 MHz, 0 %, 27.45 W
2026/07/20 13:58:21.186, 76, 975 MHz, 0 %, 27.56 W
2026/07/20 13:58:22.191, 75, 960 MHz, 0 %, 18.85 W
2026/07/20 13:58:23.199, 76, 975 MHz, 3 %, 27.47 W
2026/07/20 13:58:24.204, 76, 975 MHz, 0 %, 27.49 W
2026/07/20 13:58:25.209, 75, 960 MHz, 0 %, 12.57 W
2026/07/20 13:58:26.215, 75, 975 MHz, 2 %, 27.49 W
2026/07/20 13:58:27.219, 76, 975 MHz, 0 %, 27.56 W
2026/07/20 13:58:28.224, 76, 975 MHz, 0 %, 27.62 W
2026/07/20 13:58:29.228, 75, 960 MHz, 0 %, 12.74 W
2026/07/20 13:58:30.234, 75, 960 MHz, 0 %, 12.71 W
2026/07/20 13:58:31.240, 75, 975 MHz, 0 %, 15.20 W
2026/07/20 13:58:32.245, 76, 975 MHz, 2 %, 27.50 W
2026/07/20 13:58:33.250, 76, 975 MHz, 0 %, 27.61 W
2026/07/20 13:58:34.255, 76, 960 MHz, 0 %, 12.66 W
2026/07/20 13:58:35.261, 75, 960 MHz, 0 %, 12.62 W
2026/07/20 13:58:36.267, 75, 960 MHz, 0 %, 12.88 W
2026/07/20 13:58:37.274, 76, 975 MHz, 2 %, 27.49 W
2026/07/20 13:58:38.283, 77, 975 MHz, 0 %, 27.61 W
2026/07/20 13:58:39.293, 76, 960 MHz, 0 %, 12.45 W
2026/07/20 13:58:40.298, 76, 960 MHz, 0 %, 12.52 W
2026/07/20 13:58:41.304, 75, 960 MHz, 0 %, 13.03 W
2026/07/20 13:58:42.310, 76, 975 MHz, 2 %, 27.62 W
2026/07/20 13:58:43.316, 77, 975 MHz, 0 %, 27.69 W
2026/07/20 13:58:44.323, 77, 975 MHz, 0 %, 27.79 W
2026/07/20 13:58:45.327, 76, 960 MHz, 0 %, 12.61 W
2026/07/20 13:58:46.334, 76, 960 MHz, 0 %, 12.58 W
2026/07/20 13:58:47.344, 76, 975 MHz, 2 %, 27.67 W
2026/07/20 13:58:48.356, 77, 975 MHz, 0 %, 27.75 W
2026/07/20 13:58:49.361, 77, 975 MHz, 0 %, 27.93 W
2026/07/20 13:58:50.365, 76, 960 MHz, 0 %, 12.61 W
2026/07/20 13:58:51.371, 76, 960 MHz, 0 %, 12.57 W
2026/07/20 13:58:52.377, 76, 960 MHz, 0 %, 13.10 W
2026/07/20 13:58:53.385, 77, 975 MHz, 2 %, 27.81 W
2026/07/20 13:58:54.392, 77, 975 MHz, 0 %, 27.88 W
2026/07/20 13:58:55.401, 76, 960 MHz, 0 %, 12.64 W
2026/07/20 13:58:56.407, 76, 960 MHz, 0 %, 12.68 W
2026/07/20 13:58:57.413, 76, 960 MHz, 0 %, 12.74 W
2026/07/20 13:58:58.420, 77, 975 MHz, 2 %, 27.76 W
2026/07/20 13:58:59.432, 77, 975 MHz, 0 %, 27.88 W
2026/07/20 13:59:00.439, 78, 975 MHz, 0 %, 27.96 W
2026/07/20 13:59:01.443, 77, 960 MHz, 0 %, 12.90 W
2026/07/20 13:59:02.450, 77, 960 MHz, 0 %, 12.77 W
