timestamp, temperature.gpu, clocks.current.sm [MHz], utilization.gpu [%], power.draw [W]
2026/07/19 19:55:49.638, 71, 960 MHz, 3 %, 15.62 W
2026/07/19 19:55:50.668, 71, 960 MHz, 17 %, 16.07 W
2026/07/19 19:55:51.694, 71, 960 MHz, 19 %, 16.26 W
2026/07/19 19:55:52.726, 71, 960 MHz, 2 %, 12.01 W
2026/07/19 19:55:53.753, 71, 960 MHz, 0 %, 11.96 W
2026/07/19 19:55:54.781, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 19:55:55.807, 71, 960 MHz, 0 %, 12.41 W
2026/07/19 19:55:56.835, 71, 960 MHz, 0 %, 12.32 W
2026/07/19 19:55:57.863, 71, 960 MHz, 0 %, 12.34 W
2026/07/19 19:55:58.891, 71, 960 MHz, 0 %, 12.21 W
2026/07/19 19:55:59.920, 71, 960 MHz, 0 %, 12.30 W
2026/07/19 19:56:00.948, 71, 960 MHz, 0 %, 12.19 W
2026/07/19 19:56:01.976, 71, 960 MHz, 0 %, 11.97 W
2026/07/19 19:56:03.007, 71, 960 MHz, 0 %, 12.31 W
2026/07/19 19:56:04.036, 71, 960 MHz, 0 %, 12.34 W
2026/07/19 19:56:05.065, 71, 960 MHz, 0 %, 12.27 W
2026/07/19 19:56:06.094, 71, 960 MHz, 0 %, 12.19 W
2026/07/19 19:56:07.124, 71, 960 MHz, 0 %, 12.36 W
2026/07/19 19:56:08.153, 71, 960 MHz, 0 %, 12.31 W
2026/07/19 19:56:09.183, 71, 960 MHz, 0 %, 12.22 W
2026/07/19 19:56:10.212, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 19:56:11.242, 71, 960 MHz, 0 %, 12.23 W
2026/07/19 19:56:12.270, 72, 975 MHz, 6 %, 26.46 W
2026/07/19 19:56:13.300, 72, 975 MHz, 1 %, 26.53 W
2026/07/19 19:56:14.329, 72, 975 MHz, 0 %, 26.35 W
2026/07/19 19:56:15.356, 72, 975 MHz, 0 %, 26.48 W
2026/07/19 19:56:16.381, 72, 975 MHz, 0 %, 26.50 W
2026/07/19 19:56:17.408, 72, 975 MHz, 0 %, 26.53 W
2026/07/19 19:56:18.433, 72, 960 MHz, 0 %, 16.03 W
2026/07/19 19:56:19.461, 72, 960 MHz, 0 %, 12.37 W
2026/07/19 19:56:19.798, 71, 960 MHz, 0 %, 12.28 W
2026/07/19 19:56:20.822, 71, 960 MHz, 0 %, 12.26 W
2026/07/19 19:56:21.845, 71, 960 MHz, 0 %, 12.28 W
2026/07/19 19:56:22.869, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 19:56:23.892, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 19:56:24.915, 71, 960 MHz, 0 %, 11.93 W
2026/07/19 19:56:25.938, 71, 960 MHz, 0 %, 11.95 W
2026/07/19 19:56:26.962, 71, 960 MHz, 0 %, 11.96 W
2026/07/19 19:56:27.986, 71, 960 MHz, 0 %, 11.97 W
2026/07/19 19:56:29.017, 71, 960 MHz, 0 %, 11.96 W
2026/07/19 19:56:30.048, 71, 960 MHz, 0 %, 16.13 W
2026/07/19 19:56:31.084, 71, 960 MHz, 17 %, 14.98 W
2026/07/19 19:56:32.115, 71, 960 MHz, 6 %, 12.17 W
2026/07/19 19:56:33.146, 71, 960 MHz, 0 %, 12.07 W
2026/07/19 19:56:34.177, 71, 960 MHz, 0 %, 12.20 W
2026/07/19 19:56:35.208, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 19:56:36.238, 71, 960 MHz, 0 %, 11.94 W
2026/07/19 19:56:37.270, 71, 960 MHz, 0 %, 11.97 W
2026/07/19 19:56:38.301, 71, 960 MHz, 0 %, 12.00 W
2026/07/19 19:56:39.333, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 19:56:40.364, 71, 960 MHz, 0 %, 12.13 W
2026/07/19 19:56:41.396, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 19:56:42.427, 71, 960 MHz, 0 %, 12.14 W
2026/07/19 19:56:43.459, 71, 960 MHz, 0 %, 12.00 W
2026/07/19 19:56:44.487, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 19:56:45.516, 71, 960 MHz, 0 %, 11.97 W
2026/07/19 19:56:46.543, 71, 960 MHz, 0 %, 11.95 W
2026/07/19 19:56:47.570, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 19:56:48.598, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 19:56:49.626, 71, 960 MHz, 7 %, 16.02 W
2026/07/19 19:56:50.653, 71, 960 MHz, 19 %, 15.59 W
2026/07/19 19:56:50.991, 71, 960 MHz, 16 %, 12.17 W
2026/07/19 19:56:52.018, 71, 960 MHz, 0 %, 11.98 W
2026/07/19 19:56:53.035, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 19:56:54.053, 71, 960 MHz, 0 %, 12.22 W
2026/07/19 19:56:55.071, 72, 975 MHz, 2 %, 26.36 W
2026/07/19 19:56:56.087, 72, 975 MHz, 0 %, 26.33 W
2026/07/19 19:56:57.103, 71, 960 MHz, 0 %, 12.13 W
2026/07/19 19:56:58.121, 72, 975 MHz, 0 %, 26.24 W
2026/07/19 19:56:59.138, 72, 975 MHz, 2 %, 26.48 W
2026/07/19 19:57:00.159, 72, 975 MHz, 0 %, 26.60 W
2026/07/19 19:57:01.200, 71, 960 MHz, 0 %, 12.02 W
2026/07/19 19:57:02.245, 72, 975 MHz, 2 %, 26.44 W
2026/07/19 19:57:03.286, 72, 975 MHz, 0 %, 26.64 W
2026/07/19 19:57:04.328, 72, 960 MHz, 0 %, 12.23 W
2026/07/19 19:57:05.372, 72, 975 MHz, 0 %, 14.19 W
2026/07/19 19:57:06.417, 72, 975 MHz, 2 %, 26.39 W
2026/07/19 19:57:07.445, 72, 975 MHz, 0 %, 26.68 W
2026/07/19 19:57:08.472, 72, 960 MHz, 0 %, 12.18 W
2026/07/19 19:57:09.500, 72, 975 MHz, 0 %, 26.51 W
2026/07/19 19:57:10.526, 72, 975 MHz, 2 %, 26.61 W
2026/07/19 19:57:11.553, 73, 975 MHz, 0 %, 26.65 W
2026/07/19 19:57:12.583, 72, 960 MHz, 0 %, 12.10 W
2026/07/19 19:57:13.611, 73, 975 MHz, 2 %, 26.69 W
2026/07/19 19:57:14.641, 73, 975 MHz, 0 %, 26.73 W
2026/07/19 19:57:15.667, 72, 960 MHz, 0 %, 12.24 W
2026/07/19 19:57:16.694, 72, 975 MHz, 0 %, 26.48 W
2026/07/19 19:57:17.719, 73, 975 MHz, 2 %, 26.59 W
2026/07/19 19:57:18.743, 73, 975 MHz, 0 %, 26.68 W
2026/07/19 19:57:19.768, 72, 960 MHz, 0 %, 12.31 W
2026/07/19 19:57:20.794, 72, 960 MHz, 0 %, 12.23 W
2026/07/19 19:57:21.820, 72, 960 MHz, 0 %, 12.16 W
2026/07/19 19:57:22.846, 72, 960 MHz, 0 %, 12.13 W
2026/07/19 19:57:23.197, 72, 960 MHz, 0 %, 12.23 W
2026/07/19 19:57:24.220, 72, 960 MHz, 0 %, 12.04 W
2026/07/19 19:57:25.240, 72, 960 MHz, 0 %, 12.06 W
2026/07/19 19:57:26.253, 72, 960 MHz, 0 %, 12.01 W
2026/07/19 19:57:27.266, 72, 960 MHz, 0 %, 12.03 W
2026/07/19 19:57:28.279, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 19:57:29.293, 72, 960 MHz, 0 %, 12.18 W
2026/07/19 19:57:30.317, 72, 960 MHz, 0 %, 12.11 W
2026/07/19 19:57:31.344, 72, 960 MHz, 0 %, 12.18 W
2026/07/19 19:57:32.372, 72, 960 MHz, 0 %, 12.14 W
2026/07/19 19:57:33.401, 72, 960 MHz, 0 %, 11.99 W
2026/07/19 19:57:34.430, 72, 960 MHz, 0 %, 11.84 W
2026/07/19 19:57:35.459, 72, 960 MHz, 0 %, 12.09 W
2026/07/19 19:57:36.487, 72, 960 MHz, 0 %, 12.06 W
2026/07/19 19:57:37.516, 72, 960 MHz, 0 %, 11.96 W
2026/07/19 19:57:38.551, 72, 960 MHz, 0 %, 11.95 W
2026/07/19 19:57:39.579, 72, 960 MHz, 0 %, 12.01 W
2026/07/19 19:57:40.612, 72, 960 MHz, 0 %, 12.01 W
2026/07/19 19:57:41.648, 72, 960 MHz, 0 %, 12.04 W
2026/07/19 19:57:42.684, 72, 960 MHz, 0 %, 12.04 W
2026/07/19 19:57:43.721, 72, 960 MHz, 0 %, 11.95 W
2026/07/19 19:57:44.757, 72, 960 MHz, 0 %, 12.32 W
2026/07/19 19:57:45.794, 72, 960 MHz, 0 %, 12.30 W
2026/07/19 19:57:46.828, 72, 960 MHz, 0 %, 12.18 W
2026/07/19 19:57:47.856, 72, 960 MHz, 0 %, 11.94 W
2026/07/19 19:57:48.883, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 19:57:49.911, 72, 960 MHz, 0 %, 12.19 W
2026/07/19 19:57:50.938, 72, 960 MHz, 0 %, 12.18 W
