timestamp, temperature.gpu, clocks.current.sm [MHz], utilization.gpu [%], power.draw [W]
2026/07/19 19:50:01.440, 71, 960 MHz, 0 %, 11.98 W
2026/07/19 19:50:02.467, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 19:50:03.497, 71, 960 MHz, 0 %, 11.86 W
2026/07/19 19:50:04.525, 71, 960 MHz, 0 %, 12.11 W
2026/07/19 19:50:05.554, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 19:50:06.583, 71, 960 MHz, 0 %, 11.95 W
2026/07/19 19:50:07.610, 72, 975 MHz, 0 %, 26.41 W
2026/07/19 19:50:08.637, 72, 975 MHz, 0 %, 26.35 W
2026/07/19 19:50:09.664, 72, 975 MHz, 0 %, 26.66 W
2026/07/19 19:50:10.691, 71, 960 MHz, 0 %, 12.02 W
2026/07/19 19:50:11.719, 71, 960 MHz, 0 %, 12.03 W
2026/07/19 19:50:12.747, 71, 960 MHz, 0 %, 11.94 W
2026/07/19 19:50:13.775, 71, 975 MHz, 0 %, 14.10 W
2026/07/19 19:50:14.801, 72, 975 MHz, 3 %, 26.64 W
2026/07/19 19:50:15.828, 72, 975 MHz, 4 %, 26.63 W
2026/07/19 19:50:16.854, 73, 975 MHz, 0 %, 26.56 W
2026/07/19 19:50:17.881, 73, 975 MHz, 0 %, 26.67 W
2026/07/19 19:50:18.908, 73, 975 MHz, 0 %, 26.69 W
2026/07/19 19:50:19.935, 73, 975 MHz, 0 %, 26.58 W
2026/07/19 19:50:20.963, 72, 960 MHz, 0 %, 12.16 W
2026/07/19 19:50:21.992, 72, 960 MHz, 0 %, 12.26 W
2026/07/19 19:50:23.021, 72, 960 MHz, 0 %, 12.18 W
2026/07/19 19:50:24.049, 72, 960 MHz, 0 %, 12.14 W
2026/07/19 19:50:25.077, 72, 960 MHz, 0 %, 12.08 W
2026/07/19 19:50:26.105, 72, 960 MHz, 0 %, 12.08 W
2026/07/19 19:50:27.133, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 19:50:28.161, 72, 960 MHz, 0 %, 12.23 W
2026/07/19 19:50:29.189, 72, 960 MHz, 0 %, 12.20 W
2026/07/19 19:50:30.217, 72, 960 MHz, 0 %, 12.10 W
2026/07/19 19:50:31.246, 72, 960 MHz, 0 %, 12.22 W
2026/07/19 19:50:32.275, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 19:50:32.618, 71, 960 MHz, 0 %, 12.04 W
2026/07/19 19:50:33.653, 72, 960 MHz, 2 %, 16.73 W
2026/07/19 19:50:34.683, 72, 960 MHz, 19 %, 12.22 W
2026/07/19 19:50:35.711, 71, 960 MHz, 3 %, 11.98 W
2026/07/19 19:50:36.739, 71, 960 MHz, 0 %, 12.07 W
2026/07/19 19:50:37.767, 71, 960 MHz, 0 %, 12.09 W
2026/07/19 19:50:38.796, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 19:50:39.824, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 19:50:40.852, 71, 960 MHz, 0 %, 12.12 W
2026/07/19 19:50:41.881, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 19:50:42.908, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 19:50:43.936, 72, 960 MHz, 0 %, 12.00 W
2026/07/19 19:50:44.963, 72, 975 MHz, 0 %, 26.49 W
2026/07/19 19:50:45.988, 73, 975 MHz, 0 %, 26.70 W
2026/07/19 19:50:47.013, 72, 960 MHz, 0 %, 14.60 W
2026/07/19 19:50:48.041, 72, 960 MHz, 0 %, 12.39 W
2026/07/19 19:50:49.066, 72, 960 MHz, 0 %, 12.28 W
2026/07/19 19:50:50.093, 72, 960 MHz, 0 %, 12.23 W
2026/07/19 19:50:51.120, 72, 960 MHz, 0 %, 12.30 W
2026/07/19 19:50:52.148, 72, 960 MHz, 0 %, 15.71 W
2026/07/19 19:50:53.177, 72, 960 MHz, 3 %, 16.28 W
2026/07/19 19:50:54.205, 72, 960 MHz, 18 %, 17.07 W
2026/07/19 19:50:55.235, 72, 960 MHz, 18 %, 12.20 W
2026/07/19 19:50:56.263, 72, 960 MHz, 0 %, 12.16 W
2026/07/19 19:50:57.292, 72, 960 MHz, 0 %, 11.89 W
2026/07/19 19:50:58.323, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 19:50:59.352, 72, 960 MHz, 0 %, 12.14 W
2026/07/19 19:51:00.387, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 19:51:01.418, 72, 960 MHz, 0 %, 12.09 W
2026/07/19 19:51:02.449, 72, 960 MHz, 0 %, 12.22 W
2026/07/19 19:51:03.480, 72, 960 MHz, 0 %, 12.17 W
2026/07/19 19:51:03.823, 72, 960 MHz, 0 %, 12.25 W
2026/07/19 19:51:04.854, 72, 960 MHz, 0 %, 12.13 W
2026/07/19 19:51:05.885, 72, 960 MHz, 0 %, 12.00 W
2026/07/19 19:51:06.916, 72, 975 MHz, 0 %, 20.46 W
2026/07/19 19:51:07.940, 73, 975 MHz, 0 %, 26.71 W
2026/07/19 19:51:08.964, 73, 975 MHz, 0 %, 26.71 W
2026/07/19 19:51:09.988, 73, 960 MHz, 0 %, 12.31 W
2026/07/19 19:51:11.016, 72, 960 MHz, 0 %, 12.20 W
2026/07/19 19:51:12.042, 72, 960 MHz, 0 %, 12.41 W
2026/07/19 19:51:13.068, 72, 960 MHz, 0 %, 12.24 W
2026/07/19 19:51:14.094, 73, 975 MHz, 5 %, 26.75 W
2026/07/19 19:51:15.120, 73, 975 MHz, 2 %, 26.75 W
2026/07/19 19:51:16.146, 73, 975 MHz, 0 %, 26.81 W
2026/07/19 19:51:17.171, 74, 975 MHz, 0 %, 26.94 W
2026/07/19 19:51:18.197, 74, 975 MHz, 0 %, 26.89 W
2026/07/19 19:51:19.227, 74, 975 MHz, 0 %, 27.02 W
2026/07/19 19:51:20.252, 73, 960 MHz, 0 %, 17.68 W
2026/07/19 19:51:21.280, 73, 960 MHz, 0 %, 12.41 W
2026/07/19 19:51:22.307, 73, 960 MHz, 0 %, 12.45 W
2026/07/19 19:51:23.334, 73, 960 MHz, 0 %, 12.39 W
2026/07/19 19:51:24.361, 73, 960 MHz, 0 %, 12.51 W
2026/07/19 19:51:25.388, 73, 960 MHz, 0 %, 12.50 W
2026/07/19 19:51:26.416, 73, 960 MHz, 0 %, 12.49 W
2026/07/19 19:51:27.444, 73, 960 MHz, 0 %, 12.39 W
2026/07/19 19:51:28.472, 72, 960 MHz, 0 %, 12.52 W
2026/07/19 19:51:29.499, 72, 960 MHz, 0 %, 12.48 W
2026/07/19 19:51:30.526, 72, 960 MHz, 0 %, 12.29 W
2026/07/19 19:51:31.553, 73, 960 MHz, 0 %, 12.42 W
2026/07/19 19:51:32.581, 72, 960 MHz, 0 %, 12.53 W
2026/07/19 19:51:33.609, 73, 960 MHz, 11 %, 17.30 W
2026/07/19 19:51:34.639, 72, 960 MHz, 13 %, 12.33 W
2026/07/19 19:51:35.667, 72, 960 MHz, 0 %, 12.55 W
2026/07/19 19:51:36.026, 72, 960 MHz, 0 %, 12.34 W
2026/07/19 19:51:37.054, 72, 960 MHz, 0 %, 12.28 W
2026/07/19 19:51:38.082, 72, 960 MHz, 0 %, 12.35 W
2026/07/19 19:51:39.110, 72, 960 MHz, 0 %, 12.29 W
2026/07/19 19:51:40.138, 72, 960 MHz, 0 %, 12.20 W
2026/07/19 19:51:41.167, 72, 960 MHz, 0 %, 12.06 W
2026/07/19 19:51:42.195, 72, 960 MHz, 0 %, 12.18 W
2026/07/19 19:51:43.223, 72, 960 MHz, 0 %, 12.17 W
2026/07/19 19:51:44.251, 72, 960 MHz, 0 %, 12.05 W
2026/07/19 19:51:45.280, 72, 960 MHz, 0 %, 12.02 W
2026/07/19 19:51:46.307, 72, 960 MHz, 0 %, 12.10 W
2026/07/19 19:51:47.334, 72, 960 MHz, 0 %, 12.11 W
2026/07/19 19:51:48.361, 72, 960 MHz, 0 %, 12.07 W
2026/07/19 19:51:49.389, 72, 960 MHz, 0 %, 12.09 W
2026/07/19 19:51:50.416, 72, 960 MHz, 0 %, 12.15 W
2026/07/19 19:51:51.444, 72, 960 MHz, 0 %, 14.37 W
2026/07/19 19:51:52.472, 72, 960 MHz, 16 %, 16.01 W
2026/07/19 19:51:53.501, 72, 960 MHz, 18 %, 16.27 W
2026/07/19 19:51:54.530, 72, 960 MHz, 7 %, 11.95 W
2026/07/19 19:51:55.559, 72, 960 MHz, 0 %, 12.06 W
2026/07/19 19:51:56.587, 72, 960 MHz, 0 %, 12.09 W
2026/07/19 19:51:57.616, 72, 960 MHz, 0 %, 11.84 W
2026/07/19 19:51:58.644, 72, 960 MHz, 0 %, 11.82 W
2026/07/19 19:51:59.673, 72, 960 MHz, 0 %, 11.94 W
2026/07/19 19:52:00.701, 72, 960 MHz, 0 %, 12.05 W
2026/07/19 19:52:01.730, 73, 975 MHz, 0 %, 11.84 W
2026/07/19 19:52:02.764, 73, 975 MHz, 2 %, 26.77 W
2026/07/19 19:52:03.790, 74, 975 MHz, 0 %, 26.79 W
2026/07/19 19:52:04.822, 74, 975 MHz, 0 %, 26.95 W
2026/07/19 19:52:05.850, 73, 960 MHz, 0 %, 12.33 W
2026/07/19 19:52:06.878, 73, 960 MHz, 0 %, 12.32 W
2026/07/19 19:52:07.219, 73, 960 MHz, 0 %, 12.36 W
2026/07/19 19:52:08.248, 74, 975 MHz, 0 %, 26.94 W
2026/07/19 19:52:09.276, 74, 975 MHz, 0 %, 27.07 W
2026/07/19 19:52:10.303, 74, 975 MHz, 0 %, 27.10 W
2026/07/19 19:52:11.330, 73, 960 MHz, 0 %, 12.40 W
2026/07/19 19:52:12.358, 73, 960 MHz, 0 %, 12.27 W
2026/07/19 19:52:13.386, 73, 960 MHz, 0 %, 12.94 W
2026/07/19 19:52:14.416, 74, 975 MHz, 6 %, 27.05 W
2026/07/19 19:52:15.443, 74, 975 MHz, 1 %, 27.21 W
2026/07/19 19:52:16.469, 75, 975 MHz, 0 %, 27.16 W
2026/07/19 19:52:17.499, 75, 975 MHz, 0 %, 27.30 W
2026/07/19 19:52:18.526, 75, 975 MHz, 0 %, 27.25 W
2026/07/19 19:52:19.553, 75, 975 MHz, 0 %, 27.23 W
2026/07/19 19:52:20.580, 74, 960 MHz, 0 %, 12.26 W
2026/07/19 19:52:21.609, 74, 960 MHz, 0 %, 12.37 W
2026/07/19 19:52:22.637, 74, 960 MHz, 0 %, 12.37 W
2026/07/19 19:52:23.665, 74, 960 MHz, 0 %, 12.40 W
2026/07/19 19:52:24.695, 74, 960 MHz, 0 %, 12.56 W
2026/07/19 19:52:25.722, 74, 960 MHz, 0 %, 12.46 W
2026/07/19 19:52:26.749, 74, 960 MHz, 0 %, 12.43 W
2026/07/19 19:52:27.777, 74, 960 MHz, 0 %, 12.31 W
2026/07/19 19:52:28.805, 74, 960 MHz, 0 %, 12.35 W
2026/07/19 19:52:29.832, 74, 960 MHz, 0 %, 12.38 W
2026/07/19 19:52:30.860, 74, 960 MHz, 0 %, 12.41 W
2026/07/19 19:52:31.888, 73, 960 MHz, 0 %, 12.49 W
2026/07/19 19:52:32.916, 73, 960 MHz, 0 %, 12.27 W
2026/07/19 19:52:33.945, 74, 960 MHz, 11 %, 17.57 W
2026/07/19 19:52:34.978, 73, 960 MHz, 12 %, 12.21 W
2026/07/19 19:52:36.006, 73, 960 MHz, 0 %, 12.05 W
2026/07/19 19:52:37.033, 73, 960 MHz, 0 %, 12.20 W
2026/07/19 19:52:38.062, 73, 960 MHz, 0 %, 12.27 W
2026/07/19 19:52:38.415, 73, 960 MHz, 0 %, 12.24 W
2026/07/19 19:52:39.442, 73, 960 MHz, 0 %, 12.29 W
2026/07/19 19:52:40.470, 73, 960 MHz, 0 %, 12.34 W
2026/07/19 19:52:41.499, 73, 960 MHz, 0 %, 12.17 W
2026/07/19 19:52:42.527, 73, 960 MHz, 0 %, 12.20 W
2026/07/19 19:52:43.554, 73, 960 MHz, 0 %, 12.21 W
2026/07/19 19:52:44.582, 73, 960 MHz, 0 %, 12.23 W
2026/07/19 19:52:45.609, 73, 960 MHz, 0 %, 12.17 W
2026/07/19 19:52:46.637, 73, 960 MHz, 0 %, 12.22 W
2026/07/19 19:52:47.664, 73, 960 MHz, 0 %, 12.28 W
2026/07/19 19:52:48.691, 73, 960 MHz, 0 %, 12.27 W
2026/07/19 19:52:49.719, 73, 960 MHz, 0 %, 12.24 W
2026/07/19 19:52:50.748, 73, 960 MHz, 0 %, 12.09 W
2026/07/19 19:52:51.775, 73, 960 MHz, 0 %, 12.10 W
2026/07/19 19:52:52.804, 74, 975 MHz, 8 %, 27.04 W
2026/07/19 19:52:53.831, 74, 975 MHz, 11 %, 27.12 W
2026/07/19 19:52:54.857, 74, 975 MHz, 5 %, 27.09 W
2026/07/19 19:52:55.883, 73, 960 MHz, 0 %, 12.25 W
2026/07/19 19:52:56.911, 73, 960 MHz, 0 %, 12.37 W
2026/07/19 19:52:57.939, 73, 960 MHz, 0 %, 12.16 W
2026/07/19 19:52:58.966, 73, 960 MHz, 0 %, 12.34 W
2026/07/19 19:52:59.995, 73, 960 MHz, 0 %, 12.18 W
2026/07/19 19:53:01.023, 73, 960 MHz, 0 %, 12.26 W
2026/07/19 19:53:02.051, 73, 960 MHz, 0 %, 12.34 W
2026/07/19 19:53:03.079, 73, 960 MHz, 0 %, 12.32 W
2026/07/19 19:53:04.107, 73, 960 MHz, 0 %, 12.16 W
2026/07/19 19:53:05.135, 73, 960 MHz, 0 %, 12.40 W
2026/07/19 19:53:06.163, 73, 960 MHz, 0 %, 12.35 W
2026/07/19 19:53:07.191, 73, 960 MHz, 0 %, 12.28 W
2026/07/19 19:53:08.219, 73, 960 MHz, 0 %, 12.29 W
2026/07/19 19:53:09.246, 73, 960 MHz, 0 %, 12.19 W
2026/07/19 19:53:10.275, 73, 960 MHz, 0 %, 12.37 W
2026/07/19 19:53:10.619, 73, 960 MHz, 0 %, 12.22 W
2026/07/19 19:53:11.647, 73, 960 MHz, 0 %, 12.35 W
2026/07/19 19:53:12.674, 73, 960 MHz, 0 %, 12.28 W
2026/07/19 19:53:13.702, 73, 975 MHz, 0 %, 26.95 W
2026/07/19 19:53:14.729, 73, 975 MHz, 7 %, 26.94 W
2026/07/19 19:53:15.754, 74, 975 MHz, 0 %, 27.01 W
2026/07/19 19:53:16.782, 74, 975 MHz, 0 %, 27.02 W
2026/07/19 19:53:17.807, 74, 975 MHz, 0 %, 27.07 W
2026/07/19 19:53:18.832, 74, 975 MHz, 0 %, 27.15 W
2026/07/19 19:53:19.857, 74, 960 MHz, 0 %, 25.33 W
2026/07/19 19:53:20.884, 74, 960 MHz, 0 %, 12.38 W
2026/07/19 19:53:21.911, 73, 960 MHz, 0 %, 12.52 W
2026/07/19 19:53:22.939, 73, 960 MHz, 0 %, 12.52 W
2026/07/19 19:53:23.967, 73, 960 MHz, 0 %, 12.37 W
2026/07/19 19:53:24.995, 73, 960 MHz, 0 %, 12.29 W
2026/07/19 19:53:26.022, 73, 960 MHz, 0 %, 12.68 W
2026/07/19 19:53:27.049, 73, 960 MHz, 0 %, 12.40 W
2026/07/19 19:53:28.077, 73, 960 MHz, 0 %, 12.38 W
2026/07/19 19:53:29.106, 73, 960 MHz, 0 %, 12.43 W
2026/07/19 19:53:30.133, 73, 960 MHz, 0 %, 12.44 W
2026/07/19 19:53:31.162, 73, 960 MHz, 0 %, 12.34 W
2026/07/19 19:53:32.190, 73, 960 MHz, 0 %, 12.36 W
2026/07/19 19:53:33.218, 73, 960 MHz, 0 %, 16.02 W
2026/07/19 19:53:34.255, 74, 960 MHz, 11 %, 17.19 W
2026/07/19 19:53:35.283, 73, 960 MHz, 13 %, 12.43 W
2026/07/19 19:53:36.311, 73, 960 MHz, 0 %, 12.21 W
2026/07/19 19:53:37.338, 73, 960 MHz, 0 %, 12.13 W
2026/07/19 19:53:38.365, 73, 960 MHz, 0 %, 12.41 W
2026/07/19 19:53:39.394, 73, 960 MHz, 0 %, 12.31 W
2026/07/19 19:53:40.421, 73, 960 MHz, 0 %, 12.29 W
2026/07/19 19:53:41.449, 73, 960 MHz, 0 %, 12.11 W
2026/07/19 19:53:41.808, 73, 960 MHz, 0 %, 12.36 W
2026/07/19 19:53:42.835, 73, 960 MHz, 0 %, 12.33 W
2026/07/19 19:53:43.862, 73, 960 MHz, 0 %, 12.31 W
2026/07/19 19:53:44.890, 73, 960 MHz, 0 %, 12.28 W
2026/07/19 19:53:45.918, 73, 960 MHz, 0 %, 12.37 W
2026/07/19 19:53:46.945, 73, 960 MHz, 0 %, 12.26 W
2026/07/19 19:53:47.972, 73, 960 MHz, 0 %, 12.34 W
2026/07/19 19:53:48.999, 73, 960 MHz, 0 %, 12.57 W
2026/07/19 19:53:50.026, 73, 960 MHz, 0 %, 12.49 W
2026/07/19 19:53:51.053, 73, 960 MHz, 0 %, 12.36 W
2026/07/19 19:53:52.080, 73, 960 MHz, 0 %, 16.15 W
2026/07/19 19:53:53.111, 73, 960 MHz, 14 %, 16.27 W
2026/07/19 19:53:54.146, 73, 960 MHz, 18 %, 12.49 W
2026/07/19 19:53:55.174, 73, 960 MHz, 10 %, 12.42 W
2026/07/19 19:53:56.201, 73, 960 MHz, 0 %, 12.23 W
2026/07/19 19:53:57.229, 72, 960 MHz, 0 %, 12.18 W
2026/07/19 19:53:58.256, 72, 960 MHz, 0 %, 12.34 W
2026/07/19 19:53:59.284, 72, 960 MHz, 0 %, 12.27 W
2026/07/19 19:54:00.312, 73, 960 MHz, 0 %, 12.33 W
2026/07/19 19:54:01.340, 73, 960 MHz, 0 %, 12.81 W
2026/07/19 19:54:02.368, 72, 960 MHz, 0 %, 12.27 W
2026/07/19 19:54:03.395, 72, 960 MHz, 0 %, 12.20 W
2026/07/19 19:54:04.424, 72, 960 MHz, 0 %, 12.18 W
2026/07/19 19:54:05.452, 72, 960 MHz, 0 %, 12.15 W
2026/07/19 19:54:06.480, 72, 960 MHz, 0 %, 12.21 W
2026/07/19 19:54:07.507, 72, 960 MHz, 0 %, 12.17 W
2026/07/19 19:54:08.535, 72, 960 MHz, 0 %, 12.17 W
2026/07/19 19:54:09.562, 72, 960 MHz, 0 %, 12.20 W
2026/07/19 19:54:10.590, 72, 960 MHz, 0 %, 12.27 W
2026/07/19 19:54:11.618, 72, 960 MHz, 0 %, 12.28 W
2026/07/19 19:54:12.646, 72, 960 MHz, 0 %, 12.17 W
2026/07/19 19:54:12.997, 72, 960 MHz, 0 %, 13.58 W
2026/07/19 19:54:14.035, 73, 975 MHz, 2 %, 26.78 W
2026/07/19 19:54:15.061, 73, 975 MHz, 4 %, 26.81 W
2026/07/19 19:54:16.087, 73, 975 MHz, 0 %, 26.81 W
2026/07/19 19:54:17.116, 73, 975 MHz, 0 %, 26.85 W
2026/07/19 19:54:18.142, 74, 975 MHz, 0 %, 26.91 W
2026/07/19 19:54:19.168, 74, 975 MHz, 0 %, 26.89 W
2026/07/19 19:54:20.194, 73, 960 MHz, 0 %, 12.14 W
2026/07/19 19:54:21.222, 73, 960 MHz, 0 %, 12.16 W
2026/07/19 19:54:22.249, 73, 960 MHz, 0 %, 12.22 W
2026/07/19 19:54:23.276, 73, 960 MHz, 0 %, 12.02 W
2026/07/19 19:54:24.303, 72, 960 MHz, 0 %, 12.17 W
2026/07/19 19:54:25.331, 72, 960 MHz, 0 %, 12.14 W
2026/07/19 19:54:26.359, 72, 960 MHz, 0 %, 12.06 W
2026/07/19 19:54:27.387, 72, 960 MHz, 0 %, 12.11 W
2026/07/19 19:54:28.414, 72, 960 MHz, 0 %, 12.00 W
2026/07/19 19:54:29.443, 72, 960 MHz, 0 %, 12.01 W
2026/07/19 19:54:30.470, 72, 960 MHz, 0 %, 12.07 W
2026/07/19 19:54:31.497, 72, 960 MHz, 0 %, 12.17 W
2026/07/19 19:54:32.526, 72, 960 MHz, 0 %, 16.68 W
2026/07/19 19:54:33.554, 72, 960 MHz, 11 %, 12.38 W
2026/07/19 19:54:34.582, 72, 960 MHz, 13 %, 12.19 W
2026/07/19 19:54:35.609, 72, 960 MHz, 0 %, 12.05 W
2026/07/19 19:54:36.637, 72, 960 MHz, 0 %, 12.08 W
2026/07/19 19:54:37.664, 72, 960 MHz, 0 %, 12.00 W
2026/07/19 19:54:38.691, 72, 960 MHz, 0 %, 12.12 W
2026/07/19 19:54:39.718, 72, 960 MHz, 0 %, 12.13 W
2026/07/19 19:54:40.747, 72, 960 MHz, 0 %, 12.22 W
2026/07/19 19:54:41.774, 72, 960 MHz, 0 %, 12.07 W
2026/07/19 19:54:42.801, 72, 960 MHz, 0 %, 12.15 W
2026/07/19 19:54:43.829, 72, 960 MHz, 0 %, 12.21 W
2026/07/19 19:54:44.856, 72, 960 MHz, 0 %, 12.09 W
2026/07/19 19:54:45.215, 72, 960 MHz, 0 %, 12.05 W
2026/07/19 19:54:46.242, 72, 960 MHz, 0 %, 12.21 W
2026/07/19 19:54:47.269, 72, 960 MHz, 0 %, 12.19 W
2026/07/19 19:54:48.297, 72, 960 MHz, 0 %, 12.22 W
2026/07/19 19:54:49.324, 71, 960 MHz, 0 %, 12.09 W
2026/07/19 19:54:50.352, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 19:54:51.379, 72, 960 MHz, 0 %, 16.64 W
2026/07/19 19:54:52.414, 72, 960 MHz, 16 %, 16.14 W
2026/07/19 19:54:53.446, 72, 960 MHz, 18 %, 12.31 W
2026/07/19 19:54:54.477, 71, 960 MHz, 8 %, 12.22 W
2026/07/19 19:54:55.506, 71, 960 MHz, 0 %, 12.21 W
2026/07/19 19:54:56.533, 71, 960 MHz, 0 %, 12.23 W
2026/07/19 19:54:57.561, 71, 960 MHz, 0 %, 12.07 W
2026/07/19 19:54:58.589, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 19:54:59.617, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 19:55:00.646, 71, 960 MHz, 0 %, 12.01 W
2026/07/19 19:55:01.674, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 19:55:02.702, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 19:55:03.730, 71, 960 MHz, 0 %, 12.13 W
2026/07/19 19:55:04.759, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 19:55:05.787, 71, 960 MHz, 0 %, 11.89 W
2026/07/19 19:55:06.815, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 19:55:07.843, 71, 960 MHz, 0 %, 12.12 W
2026/07/19 19:55:08.871, 71, 960 MHz, 0 %, 12.09 W
2026/07/19 19:55:09.899, 71, 960 MHz, 0 %, 12.18 W
2026/07/19 19:55:10.926, 71, 960 MHz, 0 %, 12.22 W
2026/07/19 19:55:11.954, 71, 960 MHz, 0 %, 12.17 W
2026/07/19 19:55:12.982, 72, 975 MHz, 4 %, 26.45 W
2026/07/19 19:55:14.008, 72, 975 MHz, 2 %, 26.46 W
2026/07/19 19:55:15.035, 72, 975 MHz, 0 %, 26.61 W
2026/07/19 19:55:16.062, 72, 975 MHz, 0 %, 26.62 W
2026/07/19 19:55:16.405, 73, 975 MHz, 0 %, 26.70 W
2026/07/19 19:55:17.430, 73, 975 MHz, 0 %, 26.61 W
2026/07/19 19:55:18.456, 73, 975 MHz, 0 %, 26.74 W
2026/07/19 19:55:19.483, 72, 960 MHz, 0 %, 12.23 W
2026/07/19 19:55:20.510, 72, 960 MHz, 0 %, 12.23 W
2026/07/19 19:55:21.537, 72, 960 MHz, 0 %, 12.25 W
2026/07/19 19:55:22.564, 72, 960 MHz, 0 %, 12.25 W
2026/07/19 19:55:23.591, 72, 960 MHz, 0 %, 12.23 W
2026/07/19 19:55:24.619, 72, 960 MHz, 0 %, 12.25 W
2026/07/19 19:55:25.647, 72, 960 MHz, 0 %, 12.24 W
2026/07/19 19:55:26.676, 71, 960 MHz, 0 %, 12.15 W
2026/07/19 19:55:27.704, 72, 960 MHz, 0 %, 12.16 W
2026/07/19 19:55:28.730, 71, 960 MHz, 0 %, 12.27 W
2026/07/19 19:55:29.758, 71, 960 MHz, 0 %, 12.16 W
2026/07/19 19:55:30.786, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 19:55:31.814, 72, 960 MHz, 16 %, 17.00 W
2026/07/19 19:55:32.844, 71, 960 MHz, 8 %, 12.33 W
2026/07/19 19:55:33.873, 71, 960 MHz, 0 %, 12.08 W
2026/07/19 19:55:34.900, 71, 960 MHz, 0 %, 12.14 W
2026/07/19 19:55:35.935, 71, 960 MHz, 0 %, 12.06 W
2026/07/19 19:55:36.964, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 19:55:37.991, 71, 960 MHz, 0 %, 11.86 W
2026/07/19 19:55:39.019, 71, 960 MHz, 0 %, 12.00 W
2026/07/19 19:55:40.048, 71, 960 MHz, 0 %, 12.07 W
2026/07/19 19:55:41.076, 71, 960 MHz, 0 %, 11.98 W
2026/07/19 19:55:42.104, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 19:55:43.132, 71, 960 MHz, 0 %, 12.10 W
2026/07/19 19:55:44.160, 71, 960 MHz, 0 %, 12.07 W
2026/07/19 19:55:45.188, 71, 960 MHz, 0 %, 11.99 W
2026/07/19 19:55:46.216, 71, 960 MHz, 0 %, 11.93 W
2026/07/19 19:55:47.245, 71, 960 MHz, 0 %, 12.01 W
2026/07/19 19:55:48.272, 71, 960 MHz, 0 %, 11.92 W
2026/07/19 19:55:48.613, 71, 960 MHz, 0 %, 12.00 W
