timestamp, temperature.gpu, clocks.current.sm [MHz], utilization.gpu [%], power.draw [W]
2026/07/20 00:58:50.621, 82, 960 MHz, 0 %, 13.52 W
2026/07/20 00:58:51.627, 82, 960 MHz, 0 %, 13.35 W
2026/07/20 00:58:52.632, 82, 960 MHz, 0 %, 13.58 W
2026/07/20 00:58:53.637, 82, 960 MHz, 0 %, 13.29 W
2026/07/20 00:58:54.642, 82, 960 MHz, 0 %, 13.70 W
2026/07/20 00:58:55.647, 82, 960 MHz, 0 %, 13.42 W
2026/07/20 00:58:56.652, 82, 960 MHz, 0 %, 13.39 W
2026/07/20 00:58:57.657, 82, 960 MHz, 0 %, 13.34 W
2026/07/20 00:58:58.662, 82, 960 MHz, 0 %, 13.31 W
2026/07/20 00:58:59.667, 82, 960 MHz, 0 %, 13.46 W
2026/07/20 00:59:00.672, 82, 960 MHz, 0 %, 13.29 W
2026/07/20 00:59:01.677, 83, 960 MHz, 0 %, 23.80 W
2026/07/20 00:59:02.681, 82, 960 MHz, 21 %, 13.30 W
2026/07/20 00:59:07.127, 82, 960 MHz, 0 %, 13.76 W
2026/07/20 00:59:08.134, 82, 960 MHz, 0 %, 13.41 W
2026/07/20 00:59:09.139, 83, 975 MHz, 2 %, 29.65 W
2026/07/20 00:59:10.142, 83, 975 MHz, 0 %, 29.74 W
2026/07/20 00:59:11.148, 84, 975 MHz, 0 %, 29.90 W
2026/07/20 00:59:12.152, 84, 975 MHz, 0 %, 30.02 W
2026/07/20 00:59:13.155, 84, 975 MHz, 0 %, 29.93 W
2026/07/20 00:59:14.159, 84, 975 MHz, 0 %, 30.05 W
2026/07/20 00:59:15.164, 83, 960 MHz, 0 %, 13.48 W
2026/07/20 00:59:16.169, 83, 960 MHz, 0 %, 13.79 W
2026/07/20 00:59:17.174, 83, 960 MHz, 0 %, 13.38 W
2026/07/20 00:59:18.178, 83, 960 MHz, 0 %, 13.51 W
2026/07/20 00:59:19.184, 83, 960 MHz, 0 %, 13.48 W
2026/07/20 00:59:20.189, 83, 960 MHz, 0 %, 13.45 W
2026/07/20 00:59:21.194, 83, 960 MHz, 0 %, 13.63 W
2026/07/20 00:59:22.199, 83, 960 MHz, 0 %, 13.34 W
2026/07/20 00:59:23.204, 83, 960 MHz, 0 %, 13.39 W
2026/07/20 00:59:24.209, 83, 960 MHz, 0 %, 17.95 W
2026/07/20 00:59:25.214, 82, 960 MHz, 0 %, 13.43 W
2026/07/20 00:59:26.219, 82, 960 MHz, 0 %, 13.51 W
2026/07/20 00:59:27.224, 82, 960 MHz, 0 %, 13.40 W
2026/07/20 00:59:28.229, 82, 960 MHz, 0 %, 13.49 W
2026/07/20 00:59:29.234, 82, 960 MHz, 0 %, 13.39 W
2026/07/20 00:59:30.239, 82, 960 MHz, 0 %, 13.49 W
2026/07/20 00:59:31.245, 82, 960 MHz, 0 %, 13.58 W
2026/07/20 00:59:32.250, 82, 960 MHz, 0 %, 13.29 W
2026/07/20 00:59:33.255, 82, 960 MHz, 0 %, 13.77 W
2026/07/20 00:59:34.260, 82, 960 MHz, 0 %, 13.38 W
2026/07/20 00:59:35.265, 82, 960 MHz, 0 %, 13.40 W
2026/07/20 00:59:36.270, 82, 960 MHz, 0 %, 13.38 W
2026/07/20 00:59:37.275, 82, 960 MHz, 0 %, 13.43 W
2026/07/20 00:59:38.280, 82, 960 MHz, 0 %, 13.36 W
2026/07/20 00:59:42.782, 82, 960 MHz, 0 %, 13.50 W
2026/07/20 00:59:43.787, 82, 960 MHz, 0 %, 13.36 W
2026/07/20 00:59:44.793, 82, 960 MHz, 0 %, 17.89 W
2026/07/20 00:59:45.797, 82, 960 MHz, 12 %, 13.35 W
2026/07/20 00:59:46.806, 82, 960 MHz, 0 %, 13.65 W
2026/07/20 00:59:47.811, 82, 960 MHz, 0 %, 13.38 W
2026/07/20 00:59:48.816, 82, 960 MHz, 0 %, 13.62 W
2026/07/20 00:59:49.821, 82, 960 MHz, 0 %, 13.34 W
2026/07/20 00:59:50.826, 82, 960 MHz, 0 %, 13.51 W
2026/07/20 00:59:51.831, 82, 960 MHz, 0 %, 13.39 W
2026/07/20 00:59:52.836, 82, 960 MHz, 0 %, 13.51 W
2026/07/20 00:59:53.841, 82, 960 MHz, 0 %, 13.37 W
2026/07/20 00:59:54.846, 82, 960 MHz, 0 %, 13.41 W
2026/07/20 00:59:55.851, 82, 960 MHz, 0 %, 13.57 W
2026/07/20 00:59:56.856, 82, 960 MHz, 0 %, 13.31 W
2026/07/20 00:59:57.863, 82, 960 MHz, 0 %, 13.47 W
2026/07/20 00:59:58.868, 82, 960 MHz, 0 %, 13.22 W
2026/07/20 00:59:59.873, 82, 960 MHz, 0 %, 13.37 W
2026/07/20 01:00:00.878, 82, 960 MHz, 0 %, 13.62 W
2026/07/20 01:00:01.883, 82, 960 MHz, 0 %, 15.73 W
2026/07/20 01:00:02.890, 83, 1065 MHz, 14 %, 30.06 W
2026/07/20 01:00:03.897, 83, 960 MHz, 4 %, 15.58 W
2026/07/20 01:00:04.902, 82, 960 MHz, 0 %, 13.41 W
2026/07/20 01:00:05.907, 83, 975 MHz, 2 %, 29.61 W
2026/07/20 01:00:06.914, 83, 975 MHz, 0 %, 29.82 W
2026/07/20 01:00:07.918, 84, 975 MHz, 0 %, 29.92 W
2026/07/20 01:00:08.921, 84, 975 MHz, 0 %, 29.97 W
2026/07/20 01:00:09.927, 84, 975 MHz, 0 %, 30.07 W
2026/07/20 01:00:10.931, 84, 975 MHz, 0 %, 30.12 W
2026/07/20 01:00:11.934, 83, 960 MHz, 0 %, 13.59 W
2026/07/20 01:00:12.939, 83, 960 MHz, 0 %, 13.52 W
2026/07/20 01:00:13.944, 83, 960 MHz, 0 %, 14.00 W
2026/07/20 01:00:14.949, 83, 960 MHz, 0 %, 13.58 W
2026/07/20 01:00:19.390, 83, 960 MHz, 0 %, 13.52 W
2026/07/20 01:00:20.395, 83, 960 MHz, 0 %, 13.34 W
2026/07/20 01:00:21.400, 83, 960 MHz, 0 %, 13.57 W
2026/07/20 01:00:22.405, 83, 960 MHz, 0 %, 13.38 W
2026/07/20 01:00:23.410, 82, 960 MHz, 0 %, 13.52 W
2026/07/20 01:00:24.415, 83, 960 MHz, 0 %, 13.43 W
2026/07/20 01:00:25.430, 83, 960 MHz, 9 %, 13.64 W
2026/07/20 01:00:26.435, 83, 960 MHz, 1 %, 13.37 W
2026/07/20 01:00:27.440, 83, 960 MHz, 0 %, 13.51 W
2026/07/20 01:00:28.445, 83, 960 MHz, 0 %, 13.64 W
2026/07/20 01:00:29.450, 82, 960 MHz, 0 %, 13.39 W
2026/07/20 01:00:30.455, 82, 960 MHz, 0 %, 13.54 W
2026/07/20 01:00:31.460, 82, 960 MHz, 0 %, 13.39 W
2026/07/20 01:00:32.465, 82, 960 MHz, 0 %, 13.51 W
2026/07/20 01:00:33.472, 82, 960 MHz, 0 %, 13.51 W
2026/07/20 01:00:34.477, 82, 960 MHz, 0 %, 13.42 W
2026/07/20 01:00:35.482, 82, 960 MHz, 0 %, 13.53 W
2026/07/20 01:00:36.488, 82, 960 MHz, 0 %, 13.62 W
2026/07/20 01:00:37.494, 82, 960 MHz, 0 %, 13.49 W
2026/07/20 01:00:38.499, 82, 960 MHz, 0 %, 13.32 W
2026/07/20 01:00:39.504, 82, 960 MHz, 0 %, 13.56 W
2026/07/20 01:00:40.509, 82, 960 MHz, 0 %, 13.34 W
2026/07/20 01:00:41.515, 82, 960 MHz, 0 %, 13.47 W
2026/07/20 01:00:42.520, 82, 960 MHz, 0 %, 13.64 W
2026/07/20 01:00:43.525, 82, 960 MHz, 11 %, 13.25 W
2026/07/20 01:00:44.530, 82, 960 MHz, 0 %, 13.53 W
2026/07/20 01:00:45.536, 82, 960 MHz, 0 %, 13.35 W
2026/07/20 01:00:46.541, 82, 960 MHz, 0 %, 13.62 W
2026/07/20 01:00:47.546, 82, 960 MHz, 0 %, 13.28 W
2026/07/20 01:00:48.551, 82, 960 MHz, 0 %, 13.78 W
2026/07/20 01:00:49.556, 82, 960 MHz, 0 %, 13.38 W
2026/07/20 01:00:50.561, 82, 960 MHz, 0 %, 13.40 W
2026/07/20 01:00:55.006, 82, 960 MHz, 0 %, 13.31 W
2026/07/20 01:00:56.011, 82, 960 MHz, 0 %, 13.23 W
2026/07/20 01:00:57.017, 82, 960 MHz, 0 %, 13.54 W
2026/07/20 01:00:58.022, 82, 960 MHz, 0 %, 13.35 W
2026/07/20 01:00:59.027, 82, 960 MHz, 0 %, 13.45 W
2026/07/20 01:01:00.032, 82, 960 MHz, 0 %, 13.19 W
2026/07/20 01:01:01.038, 82, 960 MHz, 0 %, 13.65 W
2026/07/20 01:01:02.043, 82, 960 MHz, 0 %, 13.40 W
2026/07/20 01:01:03.048, 83, 1020 MHz, 12 %, 29.70 W
2026/07/20 01:01:04.052, 83, 1020 MHz, 6 %, 29.92 W
2026/07/20 01:01:05.055, 82, 960 MHz, 0 %, 13.73 W
2026/07/20 01:01:06.060, 83, 975 MHz, 0 %, 15.44 W
2026/07/20 01:01:07.081, 84, 975 MHz, 0 %, 29.83 W
2026/07/20 01:01:08.085, 84, 975 MHz, 0 %, 29.94 W
2026/07/20 01:01:09.089, 84, 975 MHz, 0 %, 29.97 W
2026/07/20 01:01:10.092, 84, 975 MHz, 0 %, 30.12 W
2026/07/20 01:01:11.097, 84, 975 MHz, 0 %, 30.13 W
2026/07/20 01:01:12.101, 84, 975 MHz, 0 %, 30.20 W
2026/07/20 01:01:13.105, 83, 960 MHz, 0 %, 13.56 W
2026/07/20 01:01:14.110, 83, 960 MHz, 0 %, 13.69 W
2026/07/20 01:01:15.115, 83, 960 MHz, 0 %, 13.73 W
2026/07/20 01:01:16.120, 83, 960 MHz, 0 %, 13.47 W
2026/07/20 01:01:17.125, 83, 960 MHz, 0 %, 13.64 W
2026/07/20 01:01:18.130, 83, 960 MHz, 0 %, 13.56 W
2026/07/20 01:01:19.135, 83, 960 MHz, 0 %, 13.53 W
2026/07/20 01:01:20.140, 83, 960 MHz, 0 %, 13.45 W
2026/07/20 01:01:21.146, 83, 960 MHz, 0 %, 13.60 W
2026/07/20 01:01:22.151, 83, 960 MHz, 5 %, 13.49 W
2026/07/20 01:01:23.156, 83, 960 MHz, 3 %, 13.73 W
2026/07/20 01:01:24.161, 83, 960 MHz, 0 %, 13.96 W
2026/07/20 01:01:25.166, 83, 960 MHz, 0 %, 13.51 W
2026/07/20 01:01:26.171, 83, 960 MHz, 0 %, 13.76 W
2026/07/20 01:01:30.629, 83, 960 MHz, 0 %, 13.43 W
2026/07/20 01:01:31.634, 83, 960 MHz, 0 %, 13.48 W
2026/07/20 01:01:32.639, 83, 960 MHz, 0 %, 13.50 W
2026/07/20 01:01:33.644, 83, 960 MHz, 0 %, 13.49 W
2026/07/20 01:01:34.650, 83, 960 MHz, 0 %, 13.38 W
2026/07/20 01:01:35.654, 83, 960 MHz, 0 %, 13.51 W
2026/07/20 01:01:36.659, 83, 960 MHz, 0 %, 13.46 W
2026/07/20 01:01:37.664, 83, 960 MHz, 0 %, 13.75 W
2026/07/20 01:01:38.669, 83, 960 MHz, 0 %, 13.63 W
2026/07/20 01:01:39.674, 82, 960 MHz, 0 %, 13.73 W
2026/07/20 01:01:40.679, 82, 960 MHz, 0 %, 13.48 W
2026/07/20 01:01:41.684, 82, 960 MHz, 0 %, 13.54 W
2026/07/20 01:01:42.690, 83, 960 MHz, 0 %, 13.85 W
2026/07/20 01:01:43.695, 82, 960 MHz, 17 %, 13.32 W
2026/07/20 01:01:44.705, 82, 960 MHz, 0 %, 13.66 W
2026/07/20 01:01:45.709, 82, 960 MHz, 0 %, 13.35 W
2026/07/20 01:01:46.714, 82, 960 MHz, 0 %, 13.55 W
2026/07/20 01:01:47.719, 82, 960 MHz, 0 %, 13.38 W
2026/07/20 01:01:48.724, 82, 960 MHz, 0 %, 13.57 W
2026/07/20 01:01:49.729, 82, 960 MHz, 0 %, 13.47 W
2026/07/20 01:01:50.734, 82, 960 MHz, 0 %, 13.50 W
2026/07/20 01:01:51.739, 82, 960 MHz, 0 %, 13.60 W
2026/07/20 01:01:52.744, 82, 960 MHz, 0 %, 13.40 W
2026/07/20 01:01:53.749, 82, 960 MHz, 0 %, 13.54 W
2026/07/20 01:01:54.754, 82, 960 MHz, 0 %, 13.20 W
2026/07/20 01:01:55.759, 82, 960 MHz, 0 %, 13.37 W
2026/07/20 01:01:56.764, 82, 960 MHz, 0 %, 13.43 W
2026/07/20 01:01:57.769, 82, 960 MHz, 0 %, 13.31 W
2026/07/20 01:01:58.775, 82, 960 MHz, 0 %, 13.46 W
2026/07/20 01:01:59.780, 83, 960 MHz, 2 %, 23.40 W
2026/07/20 01:02:00.785, 82, 960 MHz, 19 %, 13.78 W
2026/07/20 01:02:01.790, 82, 960 MHz, 0 %, 13.56 W
2026/07/20 01:02:06.273, 82, 960 MHz, 0 %, 13.53 W
2026/07/20 01:02:07.280, 83, 975 MHz, 0 %, 29.79 W
2026/07/20 01:02:08.285, 84, 975 MHz, 0 %, 29.84 W
2026/07/20 01:02:09.296, 84, 975 MHz, 0 %, 29.99 W
2026/07/20 01:02:10.301, 84, 975 MHz, 0 %, 30.06 W
2026/07/20 01:02:11.305, 84, 975 MHz, 0 %, 30.07 W
2026/07/20 01:02:12.311, 84, 975 MHz, 0 %, 30.25 W
2026/07/20 01:02:13.315, 83, 960 MHz, 0 %, 13.54 W
2026/07/20 01:02:14.320, 83, 960 MHz, 0 %, 13.65 W
2026/07/20 01:02:15.325, 83, 960 MHz, 0 %, 13.68 W
2026/07/20 01:02:16.330, 83, 960 MHz, 0 %, 13.57 W
2026/07/20 01:02:17.335, 83, 960 MHz, 0 %, 13.53 W
2026/07/20 01:02:18.340, 83, 960 MHz, 0 %, 13.65 W
2026/07/20 01:02:19.345, 83, 960 MHz, 0 %, 13.48 W
2026/07/20 01:02:20.352, 83, 960 MHz, 0 %, 13.38 W
2026/07/20 01:02:21.357, 83, 960 MHz, 0 %, 13.60 W
2026/07/20 01:02:22.362, 83, 960 MHz, 0 %, 17.41 W
2026/07/20 01:02:23.367, 83, 960 MHz, 10 %, 13.69 W
2026/07/20 01:02:24.373, 83, 960 MHz, 0 %, 13.42 W
2026/07/20 01:02:25.377, 83, 960 MHz, 0 %, 13.42 W
2026/07/20 01:02:26.382, 83, 960 MHz, 0 %, 13.53 W
2026/07/20 01:02:27.387, 83, 960 MHz, 0 %, 13.56 W
2026/07/20 01:02:28.393, 83, 960 MHz, 0 %, 13.55 W
2026/07/20 01:02:29.398, 82, 960 MHz, 0 %, 13.46 W
2026/07/20 01:02:30.403, 82, 960 MHz, 0 %, 13.62 W
2026/07/20 01:02:31.408, 82, 960 MHz, 0 %, 13.49 W
2026/07/20 01:02:32.412, 82, 960 MHz, 0 %, 13.32 W
2026/07/20 01:02:33.417, 82, 960 MHz, 0 %, 13.38 W
2026/07/20 01:02:34.422, 82, 960 MHz, 0 %, 13.40 W
2026/07/20 01:02:35.427, 82, 960 MHz, 0 %, 13.46 W
2026/07/20 01:02:36.432, 82, 960 MHz, 0 %, 13.43 W
2026/07/20 01:02:37.437, 82, 960 MHz, 0 %, 13.48 W
2026/07/20 01:02:41.883, 82, 960 MHz, 0 %, 13.63 W
2026/07/20 01:02:42.888, 83, 960 MHz, 0 %, 23.14 W
2026/07/20 01:02:43.898, 82, 960 MHz, 13 %, 13.85 W
2026/07/20 01:02:44.903, 82, 960 MHz, 0 %, 13.76 W
2026/07/20 01:02:45.908, 82, 960 MHz, 0 %, 13.61 W
2026/07/20 01:02:46.913, 82, 960 MHz, 0 %, 13.44 W
2026/07/20 01:02:47.918, 82, 960 MHz, 0 %, 13.41 W
2026/07/20 01:02:48.923, 82, 960 MHz, 0 %, 13.61 W
2026/07/20 01:02:49.928, 82, 960 MHz, 0 %, 13.33 W
2026/07/20 01:02:50.934, 82, 960 MHz, 0 %, 13.48 W
2026/07/20 01:02:51.939, 82, 960 MHz, 0 %, 13.53 W
2026/07/20 01:02:52.944, 82, 960 MHz, 0 %, 13.26 W
2026/07/20 01:02:53.949, 82, 960 MHz, 0 %, 13.39 W
2026/07/20 01:02:54.953, 82, 960 MHz, 0 %, 13.61 W
2026/07/20 01:02:55.959, 82, 960 MHz, 0 %, 13.40 W
2026/07/20 01:02:56.964, 82, 960 MHz, 0 %, 13.54 W
2026/07/20 01:02:57.969, 82, 960 MHz, 0 %, 13.38 W
2026/07/20 01:02:58.975, 82, 960 MHz, 0 %, 13.48 W
2026/07/20 01:02:59.980, 82, 1065 MHz, 0 %, 22.78 W
2026/07/20 01:03:00.998, 83, 1065 MHz, 17 %, 30.07 W
2026/07/20 01:03:02.002, 82, 960 MHz, 0 %, 13.48 W
2026/07/20 01:03:03.006, 82, 960 MHz, 0 %, 13.55 W
2026/07/20 01:03:04.011, 83, 975 MHz, 0 %, 29.89 W
2026/07/20 01:03:05.015, 84, 975 MHz, 2 %, 30.01 W
2026/07/20 01:03:06.019, 84, 975 MHz, 0 %, 30.03 W
2026/07/20 01:03:07.023, 84, 975 MHz, 0 %, 30.01 W
2026/07/20 01:03:08.027, 84, 975 MHz, 0 %, 30.20 W
2026/07/20 01:03:09.031, 85, 975 MHz, 0 %, 30.20 W
2026/07/20 01:03:10.035, 83, 960 MHz, 0 %, 13.82 W
2026/07/20 01:03:11.040, 83, 960 MHz, 0 %, 13.51 W
2026/07/20 01:03:12.049, 83, 960 MHz, 0 %, 13.77 W
2026/07/20 01:03:13.054, 83, 960 MHz, 0 %, 13.59 W
2026/07/20 01:03:17.499, 83, 960 MHz, 0 %, 13.46 W
2026/07/20 01:03:18.504, 83, 960 MHz, 0 %, 13.73 W
2026/07/20 01:03:19.509, 83, 960 MHz, 0 %, 13.44 W
2026/07/20 01:03:20.514, 83, 960 MHz, 0 %, 13.64 W
2026/07/20 01:03:21.519, 83, 960 MHz, 0 %, 13.43 W
2026/07/20 01:03:22.525, 83, 960 MHz, 0 %, 19.82 W
2026/07/20 01:03:23.540, 83, 960 MHz, 9 %, 13.62 W
2026/07/20 01:03:24.546, 83, 960 MHz, 0 %, 13.87 W
2026/07/20 01:03:25.551, 83, 960 MHz, 0 %, 13.50 W
2026/07/20 01:03:26.556, 83, 960 MHz, 0 %, 13.52 W
2026/07/20 01:03:27.562, 83, 960 MHz, 0 %, 13.37 W
2026/07/20 01:03:28.567, 83, 960 MHz, 0 %, 13.73 W
2026/07/20 01:03:29.573, 83, 960 MHz, 0 %, 13.43 W
2026/07/20 01:03:30.578, 83, 960 MHz, 0 %, 13.59 W
2026/07/20 01:03:31.584, 83, 960 MHz, 0 %, 13.68 W
2026/07/20 01:03:32.589, 83, 960 MHz, 0 %, 13.45 W
2026/07/20 01:03:33.595, 83, 960 MHz, 0 %, 13.46 W
2026/07/20 01:03:34.600, 83, 960 MHz, 0 %, 13.69 W
2026/07/20 01:03:35.605, 83, 960 MHz, 0 %, 13.52 W
2026/07/20 01:03:36.610, 83, 960 MHz, 0 %, 13.39 W
2026/07/20 01:03:37.616, 82, 960 MHz, 0 %, 13.23 W
2026/07/20 01:03:38.621, 83, 960 MHz, 0 %, 13.66 W
2026/07/20 01:03:39.627, 82, 960 MHz, 0 %, 13.49 W
2026/07/20 01:03:40.632, 83, 1035 MHz, 13 %, 29.89 W
2026/07/20 01:03:41.637, 84, 1035 MHz, 1 %, 30.15 W
2026/07/20 01:03:42.640, 83, 960 MHz, 0 %, 13.54 W
2026/07/20 01:03:43.646, 83, 960 MHz, 0 %, 13.50 W
2026/07/20 01:03:44.651, 83, 960 MHz, 0 %, 13.37 W
2026/07/20 01:03:45.656, 83, 960 MHz, 0 %, 13.84 W
2026/07/20 01:03:46.661, 83, 960 MHz, 0 %, 13.56 W
2026/07/20 01:03:47.667, 83, 960 MHz, 0 %, 13.81 W
2026/07/20 01:03:48.672, 83, 960 MHz, 0 %, 13.82 W
2026/07/20 01:03:52.983, 83, 960 MHz, 0 %, 13.49 W
2026/07/20 01:03:53.988, 83, 960 MHz, 0 %, 13.41 W
2026/07/20 01:03:54.994, 83, 960 MHz, 0 %, 13.45 W
2026/07/20 01:03:56.000, 82, 960 MHz, 0 %, 13.51 W
2026/07/20 01:03:57.005, 82, 960 MHz, 0 %, 13.64 W
2026/07/20 01:03:58.010, 82, 960 MHz, 0 %, 13.29 W
2026/07/20 01:03:59.015, 83, 960 MHz, 0 %, 13.87 W
2026/07/20 01:04:00.020, 82, 960 MHz, 0 %, 13.40 W
2026/07/20 01:04:01.025, 83, 960 MHz, 20 %, 23.25 W
2026/07/20 01:04:02.032, 82, 960 MHz, 1 %, 13.55 W
2026/07/20 01:04:03.037, 82, 960 MHz, 0 %, 13.70 W
2026/07/20 01:04:04.042, 82, 960 MHz, 0 %, 13.37 W
2026/07/20 01:04:05.048, 83, 975 MHz, 2 %, 29.92 W
2026/07/20 01:04:06.052, 84, 975 MHz, 0 %, 30.01 W
2026/07/20 01:04:07.056, 84, 975 MHz, 0 %, 30.13 W
2026/07/20 01:04:08.060, 84, 975 MHz, 0 %, 30.22 W
2026/07/20 01:04:09.065, 84, 975 MHz, 0 %, 30.29 W
2026/07/20 01:04:10.069, 84, 975 MHz, 0 %, 30.20 W
2026/07/20 01:04:11.074, 83, 960 MHz, 0 %, 13.86 W
2026/07/20 01:04:12.079, 83, 960 MHz, 0 %, 13.79 W
2026/07/20 01:04:13.084, 83, 960 MHz, 0 %, 13.62 W
2026/07/20 01:04:14.088, 83, 960 MHz, 0 %, 13.50 W
2026/07/20 01:04:15.094, 83, 960 MHz, 0 %, 13.75 W
2026/07/20 01:04:16.100, 83, 960 MHz, 0 %, 13.78 W
2026/07/20 01:04:17.105, 83, 960 MHz, 0 %, 13.40 W
2026/07/20 01:04:18.109, 83, 960 MHz, 0 %, 13.38 W
2026/07/20 01:04:19.115, 83, 960 MHz, 0 %, 13.47 W
2026/07/20 01:04:20.120, 83, 960 MHz, 10 %, 15.50 W
2026/07/20 01:04:21.125, 83, 960 MHz, 0 %, 13.44 W
2026/07/20 01:04:22.130, 83, 960 MHz, 0 %, 13.60 W
2026/07/20 01:04:23.136, 83, 960 MHz, 0 %, 13.71 W
2026/07/20 01:04:24.141, 83, 960 MHz, 0 %, 13.59 W
2026/07/20 01:04:28.405, 83, 960 MHz, 0 %, 13.55 W
2026/07/20 01:04:29.409, 83, 960 MHz, 0 %, 13.42 W
2026/07/20 01:04:30.416, 83, 960 MHz, 0 %, 13.59 W
2026/07/20 01:04:31.421, 83, 960 MHz, 0 %, 13.54 W
2026/07/20 01:04:32.427, 83, 960 MHz, 0 %, 13.70 W
2026/07/20 01:04:33.432, 83, 960 MHz, 0 %, 13.39 W
2026/07/20 01:04:34.437, 83, 960 MHz, 0 %, 13.62 W
2026/07/20 01:04:35.442, 83, 960 MHz, 0 %, 13.38 W
2026/07/20 01:04:36.447, 83, 960 MHz, 0 %, 13.59 W
