timestamp, temperature.gpu, clocks.current.sm [MHz], utilization.gpu [%], power.draw [W]
2026/07/20 01:04:37.453, 83, 960 MHz, 0 %, 13.47 W
2026/07/20 01:04:38.459, 83, 960 MHz, 0 %, 13.62 W
2026/07/20 01:04:39.464, 82, 960 MHz, 0 %, 13.50 W
2026/07/20 01:04:40.469, 83, 960 MHz, 0 %, 13.53 W
2026/07/20 01:04:41.475, 83, 960 MHz, 5 %, 13.51 W
2026/07/20 01:04:42.480, 82, 960 MHz, 8 %, 13.57 W
2026/07/20 01:04:43.485, 82, 960 MHz, 0 %, 13.64 W
2026/07/20 01:04:44.490, 82, 960 MHz, 0 %, 13.57 W
2026/07/20 01:04:45.496, 82, 960 MHz, 0 %, 13.52 W
2026/07/20 01:04:46.501, 82, 960 MHz, 0 %, 13.61 W
2026/07/20 01:04:47.506, 83, 960 MHz, 0 %, 13.56 W
2026/07/20 01:04:48.511, 82, 960 MHz, 0 %, 13.53 W
2026/07/20 01:04:49.516, 82, 960 MHz, 0 %, 13.51 W
2026/07/20 01:04:50.521, 82, 960 MHz, 0 %, 13.44 W
2026/07/20 01:04:51.526, 82, 960 MHz, 0 %, 13.47 W
2026/07/20 01:04:52.531, 82, 960 MHz, 0 %, 13.63 W
2026/07/20 01:04:53.536, 82, 960 MHz, 0 %, 13.46 W
2026/07/20 01:04:54.542, 82, 960 MHz, 0 %, 13.59 W
2026/07/20 01:04:55.547, 82, 960 MHz, 0 %, 13.48 W
2026/07/20 01:04:56.552, 82, 960 MHz, 0 %, 13.54 W
2026/07/20 01:04:57.557, 82, 960 MHz, 0 %, 13.52 W
2026/07/20 01:04:58.565, 82, 960 MHz, 15 %, 13.58 W
2026/07/20 01:04:59.570, 82, 960 MHz, 10 %, 13.65 W
2026/07/20 01:05:03.822, 82, 960 MHz, 0 %, 13.38 W
2026/07/20 01:05:04.827, 83, 975 MHz, 2 %, 26.27 W
2026/07/20 01:05:05.832, 84, 975 MHz, 1 %, 29.91 W
2026/07/20 01:05:06.836, 84, 960 MHz, 0 %, 30.10 W
2026/07/20 01:05:07.840, 83, 960 MHz, 0 %, 13.69 W
2026/07/20 01:05:08.846, 84, 975 MHz, 0 %, 29.90 W
2026/07/20 01:05:09.851, 84, 975 MHz, 3 %, 30.16 W
2026/07/20 01:05:10.855, 83, 960 MHz, 0 %, 13.58 W
2026/07/20 01:05:11.861, 83, 960 MHz, 0 %, 13.59 W
2026/07/20 01:05:12.866, 84, 975 MHz, 0 %, 30.13 W
2026/07/20 01:05:13.869, 84, 975 MHz, 3 %, 30.29 W
2026/07/20 01:05:14.874, 83, 960 MHz, 0 %, 13.76 W
2026/07/20 01:05:15.879, 83, 960 MHz, 0 %, 13.60 W
2026/07/20 01:05:16.884, 84, 975 MHz, 3 %, 30.08 W
2026/07/20 01:05:17.888, 84, 975 MHz, 0 %, 30.33 W
2026/07/20 01:05:18.893, 84, 960 MHz, 0 %, 23.79 W
2026/07/20 01:05:19.898, 84, 975 MHz, 0 %, 19.45 W
2026/07/20 01:05:20.902, 85, 975 MHz, 3 %, 30.17 W
2026/07/20 01:05:21.905, 85, 975 MHz, 0 %, 30.46 W
2026/07/20 01:05:22.911, 84, 960 MHz, 0 %, 13.70 W
2026/07/20 01:05:23.917, 85, 975 MHz, 0 %, 30.41 W
2026/07/20 01:05:24.921, 85, 975 MHz, 0 %, 30.53 W
2026/07/20 01:05:25.925, 85, 975 MHz, 0 %, 30.53 W
2026/07/20 01:05:26.929, 84, 960 MHz, 0 %, 13.81 W
2026/07/20 01:05:27.934, 85, 975 MHz, 2 %, 30.46 W
2026/07/20 01:05:28.939, 85, 975 MHz, 1 %, 30.62 W
2026/07/20 01:05:29.943, 84, 960 MHz, 0 %, 13.84 W
2026/07/20 01:05:30.948, 84, 960 MHz, 0 %, 14.52 W
2026/07/20 01:05:31.954, 85, 975 MHz, 2 %, 30.53 W
2026/07/20 01:05:32.961, 85, 975 MHz, 0 %, 30.60 W
2026/07/20 01:05:33.966, 85, 960 MHz, 0 %, 13.98 W
2026/07/20 01:05:34.972, 84, 960 MHz, 0 %, 13.99 W
2026/07/20 01:05:39.269, 84, 960 MHz, 0 %, 13.72 W
2026/07/20 01:05:40.274, 85, 975 MHz, 2 %, 30.44 W
2026/07/20 01:05:41.279, 85, 975 MHz, 0 %, 30.65 W
2026/07/20 01:05:42.285, 85, 960 MHz, 0 %, 13.89 W
2026/07/20 01:05:43.290, 84, 960 MHz, 0 %, 13.93 W
2026/07/20 01:05:44.296, 84, 960 MHz, 0 %, 13.76 W
2026/07/20 01:05:45.302, 85, 975 MHz, 0 %, 30.53 W
2026/07/20 01:05:46.306, 86, 975 MHz, 2 %, 30.67 W
2026/07/20 01:05:47.313, 86, 975 MHz, 0 %, 30.82 W
2026/07/20 01:05:48.319, 85, 960 MHz, 0 %, 13.94 W
2026/07/20 01:05:49.325, 85, 960 MHz, 0 %, 14.01 W
2026/07/20 01:05:50.334, 85, 975 MHz, 2 %, 30.55 W
2026/07/20 01:05:51.338, 86, 975 MHz, 0 %, 30.69 W
2026/07/20 01:05:52.346, 85, 960 MHz, 0 %, 13.79 W
2026/07/20 01:05:53.352, 85, 960 MHz, 0 %, 13.79 W
2026/07/20 01:05:54.357, 85, 960 MHz, 0 %, 13.71 W
2026/07/20 01:05:55.363, 85, 975 MHz, 0 %, 30.50 W
2026/07/20 01:05:56.367, 86, 975 MHz, 2 %, 30.67 W
2026/07/20 01:05:57.372, 86, 975 MHz, 0 %, 30.86 W
2026/07/20 01:05:58.377, 85, 960 MHz, 0 %, 13.96 W
2026/07/20 01:05:59.382, 85, 960 MHz, 0 %, 14.11 W
2026/07/20 01:06:00.387, 86, 975 MHz, 0 %, 30.64 W
2026/07/20 01:06:01.395, 86, 975 MHz, 2 %, 30.80 W
2026/07/20 01:06:02.400, 85, 960 MHz, 0 %, 13.97 W
2026/07/20 01:06:03.405, 85, 960 MHz, 0 %, 13.87 W
2026/07/20 01:06:04.411, 85, 960 MHz, 0 %, 13.93 W
2026/07/20 01:06:05.418, 86, 975 MHz, 0 %, 30.62 W
2026/07/20 01:06:06.422, 86, 975 MHz, 0 %, 30.72 W
2026/07/20 01:06:07.432, 86, 960 MHz, 0 %, 28.58 W
2026/07/20 01:06:08.438, 85, 960 MHz, 0 %, 14.17 W
2026/07/20 01:06:09.443, 85, 960 MHz, 0 %, 13.85 W
